Location,Crime type,Longitude,Latitude
On or near Smithfield,Violence and sexual offences,-6.046777,54.509784
On or near Bridge Street,Violence and sexual offences,-6.268694,54.350832
On or near Albert Road,Violence and sexual offences,-5.809036,54.716368
On or near Ardcarn Park,Violence and sexual offences,-5.823994,54.593531
On or near Kilvergan Road,Violence and sexual offences,-6.383252,54.467774
On or near ,Violence and sexual offences,-5.922639,54.597431
On or near ,Violence and sexual offences,-7.309787,54.990822
On or near Ramoan Gardens,Violence and sexual offences,-6.261954,55.198136
On or near New Barnsley Park,Violence and sexual offences,-5.9888,54.596671
On or near Main Street,Violence and sexual offences,-5.66799,54.663003
On or near Albert Road,Violence and sexual offences,-5.809036,54.716368
On or near Glanleam Drive,Violence and sexual offences,-5.935304,54.623596
On or near ,Violence and sexual offences,-6.335022,54.469239
On or near Dublin Road,Violence and sexual offences,-5.933066,54.591086
On or near Marcus Street,Violence and sexual offences,-6.337535,54.175123
On or near Renagh Park,Violence and sexual offences,-5.920258,54.673241
On or near Montgomery Drive,Violence and sexual offences,-6.035936,54.508522
On or near Forthriver Close,Violence and sexual offences,-5.983556,54.619486
On or near Kenbella Parade,Violence and sexual offences,-5.939027,54.62622
On or near Mimosa Court,Violence and sexual offences,-7.312926,54.986313
On or near Falls Court,Violence and sexual offences,-5.952162,54.599641
On or near Forthriver Close,Violence and sexual offences,-5.983556,54.619486
On or near ,Violence and sexual offences,-7.302156,54.600601
On or near ,Violence and sexual offences,-7.302156,54.600601
On or near Sinton Park,Violence and sexual offences,-6.412658,54.351994
On or near Forthriver Close,Violence and sexual offences,-5.983556,54.619486
On or near ,Violence and sexual offences,-6.662103,55.135091
On or near Tyross Gardens,Violence and sexual offences,-6.63983,54.344078
On or near Oaklands,Violence and sexual offences,-6.320896,54.157146
On or near Manor Court,Violence and sexual offences,-5.945534,54.613258
On or near Carn-Neil Park,Violence and sexual offences,-6.061087,55.060382
On or near Circular Road,Violence and sexual offences,-5.708843,54.593715
On or near Ash Grove,Violence and sexual offences,-5.700568,54.599156
On or near Garrymore,Violence and sexual offences,-6.363081,54.436371
On or near Woodside View,Violence and sexual offences,-6.030235,54.557019
On or near Woodside View,Violence and sexual offences,-6.030235,54.557019
On or near ,Violence and sexual offences,-5.882417,54.600175
On or near Upper Galliagh Road,Violence and sexual offences,-7.34522,55.029141
On or near Woodside View,Violence and sexual offences,-6.030235,54.557019
On or near Lenwood Hill,Violence and sexual offences,-6.065904,54.519355
On or near Lenwood Hill,Violence and sexual offences,-6.065904,54.519355
On or near ,Violence and sexual offences,-5.949789,54.600365
On or near Hillcrest,Violence and sexual offences,-6.201631,54.714439
On or near Glandore Terrace,Violence and sexual offences,-6.455928,54.417486
On or near Mourne View,Violence and sexual offences,-6.592365,54.578847
On or near Hillcrest,Violence and sexual offences,-6.201631,54.714439
On or near The Square,Violence and sexual offences,-6.001447,54.752129
On or near New Barnsley Grove,Violence and sexual offences,-5.988225,54.595466
On or near Ventry Street,Violence and sexual offences,-5.932635,54.591645
On or near O'Kane Park,Violence and sexual offences,-7.312459,54.594326
On or near Lower Galliagh Road,Violence and sexual offences,-7.326428,55.039108
On or near Trench Court,Violence and sexual offences,-6.219333,54.80298
On or near Fairfield Estate,Violence and sexual offences,-6.76996,54.499686
On or near Clara Street,Violence and sexual offences,-5.897915,54.590741
On or near Knockbracken Road,Violence and sexual offences,-5.875776,54.545527
On or near University Square Mews,Violence and sexual offences,-5.93528,54.58585
On or near Edward Street,Violence and sexual offences,-6.272573,54.860808
On or near ,Violence and sexual offences,-6.567045,54.129547
On or near Hillside Park,Violence and sexual offences,-5.707094,54.759273
On or near Hillsborough Old Road,Violence and sexual offences,-6.039243,54.504271
On or near Culvacullion Road,Violence and sexual offences,-7.237315,54.718528
On or near Cathedral Mews,Violence and sexual offences,-6.663008,54.352009
On or near ,Violence and sexual offences,-5.937782,54.625732
On or near St. Patricks Walk,Violence and sexual offences,-5.903329,54.60009
On or near Myrtle Road,Violence and sexual offences,-7.139334,54.959095
On or near Ashdene,Violence and sexual offences,-6.785737,54.504301
On or near Glenmahon Avenue,Violence and sexual offences,-6.442321,54.412298
On or near Connswater Street,Violence and sexual offences,-5.891737,54.598019
On or near Killaney Avenue,Violence and sexual offences,-6.062588,54.503282
On or near Creggan Road,Violence and sexual offences,-7.334944,55.001886
On or near Drumbeg,Violence and sexual offences,-7.629177,54.359998
On or near Glengall Street,Violence and sexual offences,-5.93543,54.595116
On or near Fountain Court,Violence and sexual offences,-5.711553,54.327351
On or near Hazelburn Road,Violence and sexual offences,-5.947232,54.692022
On or near ,Violence and sexual offences,-7.275759,54.600616
On or near Railway Street,Violence and sexual offences,-6.044499,54.513512
On or near Staffa Drive,Violence and sexual offences,-6.251099,54.861812
On or near Maralin Avenue,Violence and sexual offences,-6.070298,54.50708
On or near White Rise,Violence and sexual offences,-6.04044,54.557302
On or near Mill Street,Violence and sexual offences,-5.753994,54.551593
On or near Colinbrook Crescent,Violence and sexual offences,-6.022905,54.569524
On or near ,Violence and sexual offences,-7.379796,55.001664
On or near Firmount Drive,Violence and sexual offences,-6.18698,54.710663
On or near Drumglass Way,Violence and sexual offences,-6.768499,54.513874
On or near Fullerton Road,Violence and sexual offences,-6.326214,54.179368
On or near West Street,Violence and sexual offences,-6.451012,54.422024
On or near Bearnagh Glen,Violence and sexual offences,-5.988953,54.579755
On or near Beech Grove,Violence and sexual offences,-6.416015,54.420617
On or near Dunclug Gardens,Violence and sexual offences,-6.272901,54.88409
On or near Atkinson Avenue,Violence and sexual offences,-6.452392,54.421385
On or near Willow Lodge,Violence and sexual offences,-6.192257,54.509883
On or near Ashdale Crescent,Violence and sexual offences,-5.65419,54.649914
On or near Lurgan Road,Violence and sexual offences,-6.366178,54.378696
On or near Hanwood Farm,Violence and sexual offences,-5.816203,54.586454
On or near ,Violence and sexual offences,-5.922639,54.597431
On or near Donegall Square North,Violence and sexual offences,-5.930154,54.597254
On or near Laurel Mount Road,Violence and sexual offences,-6.683131,55.123633
On or near ,Violence and sexual offences,-6.514186,54.623426
On or near Sedan Avenue,Violence and sexual offences,-7.304073,54.602534
On or near Airfield Heights,Violence and sexual offences,-5.99865,54.581353
On or near Alfred Street,Violence and sexual offences,-5.663461,54.66279
On or near Hamilton Park,Violence and sexual offences,-6.51102,55.076644
On or near O'Donnell Close,Violence and sexual offences,-5.947486,54.252687
On or near Hamilton Park,Violence and sexual offences,-6.51102,55.076644
On or near Eglantine Road,Violence and sexual offences,-6.068455,54.487895
On or near Ribble Street,Violence and sexual offences,-5.893213,54.598207
On or near Drumhoy Drive,Violence and sexual offences,-5.813347,54.724793
On or near Montague Park,Violence and sexual offences,-6.28033,54.853093
On or near Upper Galliagh Road,Violence and sexual offences,-7.34522,55.029141
On or near Crumlin Road,Violence and sexual offences,-6.250904,54.559648
On or near ,Violence and sexual offences,-5.976532,54.576008
On or near Orangefield Crescent,Violence and sexual offences,-6.635239,54.344817
On or near Laurel Mount Road,Violence and sexual offences,-6.683131,55.123633
On or near Nursery Road,Violence and sexual offences,-5.708132,54.592335
On or near ,Violence and sexual offences,-6.514186,54.623426
On or near Irish Green Street,Violence and sexual offences,-6.948962,55.047482
On or near Bessie Bell Court,Violence and sexual offences,-7.382753,54.719212
On or near Rathkeel Road,Violence and sexual offences,-6.202098,54.892299
On or near Mosside Road,Violence and sexual offences,-6.025558,54.537365
On or near Beersbridge Road,Violence and sexual offences,-5.896076,54.591895
On or near Greenpark Drive,Violence and sexual offences,-6.22472,54.706325
On or near Patrick Street,Violence and sexual offences,-7.462431,54.827478
On or near ,Violence and sexual offences,-6.289011,54.750626
On or near Andersonstown Road,Violence and sexual offences,-5.979548,54.578511
On or near ,Violence and sexual offences,-5.925296,54.61639
On or near Wilson Crescent,Violence and sexual offences,-6.267478,54.855399
No Location,Violence and sexual offences,,
On or near Old Kenlis Street,Violence and sexual offences,-6.271575,54.346677
On or near Castle Street,Violence and sexual offences,-5.930334,54.599189
On or near Great James Street,Violence and sexual offences,-7.324463,54.999726
On or near Ashdene,Violence and sexual offences,-6.78403,54.503574
On or near ,Violence and sexual offences,-6.194158,54.731748
On or near Old Cavehill Road,Violence and sexual offences,-5.942645,54.63338
On or near Great James Street,Violence and sexual offences,-7.324463,54.999726
On or near Abbey Street,Violence and sexual offences,-5.67411,54.656813
On or near Glen Road,Violence and sexual offences,-6.712135,54.846449
On or near ,Violence and sexual offences,-5.936001,54.614408
On or near ,Violence and sexual offences,-5.92769,54.597014
On or near Glen Road,Violence and sexual offences,-6.712135,54.846449
On or near Warrenpoint Road,Violence and sexual offences,-6.307372,54.1348
On or near Coolnasilla Park East,Violence and sexual offences,-5.993975,54.580485
On or near Barbour Gardens,Violence and sexual offences,-6.000904,54.553654
On or near Barna Square,Violence and sexual offences,-5.920233,54.664013
On or near Old Kenlis Street,Violence and sexual offences,-6.271575,54.346677
On or near Etna Drive,Violence and sexual offences,-5.958563,54.616461
On or near Carnany Drive,Violence and sexual offences,-6.490401,55.069527
On or near Barna Square,Violence and sexual offences,-5.920233,54.664013
On or near Barna Square,Violence and sexual offences,-5.920233,54.664013
On or near St. Patricks Walk,Violence and sexual offences,-5.903329,54.60009
On or near Andersonstown Road,Violence and sexual offences,-5.991581,54.573176
On or near Willowfield Parade,Violence and sexual offences,-5.901849,54.589165
On or near Old Kenlis Street,Violence and sexual offences,-6.271575,54.346677
On or near ,Violence and sexual offences,-5.81292,54.85133
On or near Willowfield Parade,Violence and sexual offences,-5.901849,54.589165
On or near Hillhead,Violence and sexual offences,-6.67679,54.576072
On or near Old Kenlis Street,Violence and sexual offences,-6.271575,54.346677
On or near Hill Street,Violence and sexual offences,-5.92641,54.601179
On or near Old Belfast Road,Violence and sexual offences,-5.71725,54.588114
On or near Hillcrest Drive,Violence and sexual offences,-7.634993,54.475956
On or near Brookhill Avenue,Violence and sexual offences,-5.939744,54.616331
On or near Foyle Street,Violence and sexual offences,-7.31798,54.995944
On or near Islandkelly Park,Violence and sexual offences,-6.077755,54.52879
On or near Castle Street,Violence and sexual offences,-7.463449,54.826979
On or near White Hall Place,Violence and sexual offences,-6.266813,55.203056
On or near Castle Street,Violence and sexual offences,-7.634594,54.470538
On or near Islandkelly Park,Violence and sexual offences,-6.077755,54.52879
On or near Boa Island Road,Violence and sexual offences,-7.833621,54.515452
On or near Silverwood Leaves,Violence and sexual offences,-6.367466,54.468316
On or near Foyle Street,Violence and sexual offences,-7.31798,54.995944
On or near Windyhall Park,Violence and sexual offences,-6.631944,55.117859
On or near High Street,Violence and sexual offences,-5.924968,54.600625
On or near ,Violence and sexual offences,-5.657455,54.643804
On or near Craigavon Avenue,Violence and sexual offences,-6.449858,54.419942
On or near Rockmount Gardens,Violence and sexual offences,-6.771472,55.146798
On or near ,Violence and sexual offences,-5.949153,54.598548
On or near North Street,Violence and sexual offences,-5.93032,54.601597
On or near Lonsdale Road,Violence and sexual offences,-6.65461,54.353443
On or near Corn Market,Violence and sexual offences,-6.34264,54.174627
On or near Carrisbrook Gardens,Violence and sexual offences,-6.03946,54.531985
On or near Iona Park,Violence and sexual offences,-5.920139,54.667076
On or near Great James Street,Violence and sexual offences,-7.321893,54.999244
On or near Nursery Drive,Violence and sexual offences,-6.358243,54.18166
On or near Altan Walk,Violence and sexual offences,-6.028517,54.554503
On or near Drumbeg,Violence and sexual offences,-6.354862,54.449152
On or near Hogarth Street,Violence and sexual offences,-5.928369,54.613504
On or near Hatfield Street,Violence and sexual offences,-5.922608,54.585579
On or near Hatfield Street,Violence and sexual offences,-5.922608,54.585579
On or near Foxborough,Violence and sexual offences,-6.783969,54.51289
On or near Hatfield Street,Violence and sexual offences,-5.922608,54.585579
No Location,Violence and sexual offences,,
On or near Bush Road,Violence and sexual offences,-6.184973,54.732986
On or near Craigdarragh Road,Violence and sexual offences,-5.760462,54.660804
On or near ,Violence and sexual offences,-7.303015,54.599231
On or near ,Violence and sexual offences,-7.303015,54.599231
No Location,Violence and sexual offences,,
On or near Hospital Road,Violence and sexual offences,-6.352147,54.180112
On or near ,Violence and sexual offences,-7.303015,54.599231
On or near Victoria Square,Violence and sexual offences,-5.923999,54.598389
On or near Lime Trees,Violence and sexual offences,-5.91197,54.408711
On or near Lisnaragh Road,Violence and sexual offences,-7.235016,54.810043
On or near Carlingford Street,Violence and sexual offences,-5.90319,54.586843
On or near Irish Street,Violence and sexual offences,-7.297481,54.985174
On or near Inverary Wood,Violence and sexual offences,-5.878026,54.608122
On or near ,Violence and sexual offences,-6.373172,54.085796
On or near ,Violence and sexual offences,-5.931152,54.608997
On or near Ormonde Gardens,Violence and sexual offences,-5.891242,54.584542
On or near ,Violence and sexual offences,-6.083267,54.509057
On or near ,Violence and sexual offences,-5.922639,54.597431
On or near Society Street,Violence and sexual offences,-6.668109,55.131797
On or near Alliance Close,Violence and sexual offences,-5.959048,54.619767
On or near Lake Street,Violence and sexual offences,-6.332793,54.47663
On or near Society Street,Violence and sexual offences,-6.668109,55.131797
On or near Watt Street,Violence and sexual offences,-5.908968,54.587608
On or near Moss Road,Violence and sexual offences,-6.038835,54.533403
On or near Drumbawn,Violence and sexual offences,-7.627492,54.357513
On or near ,Violence and sexual offences,-5.922639,54.597431
On or near Beechland Drive,Violence and sexual offences,-6.057456,54.502436
On or near Broom Park,Violence and sexual offences,-6.0269,54.547657
On or near Drumbawn,Violence and sexual offences,-7.627492,54.357513
On or near Mckeown Street,Violence and sexual offences,-6.04846,54.512372
On or near Mckeown Street,Violence and sexual offences,-6.04846,54.512372
On or near Summer Meadows Court,Violence and sexual offences,-7.269356,54.9985
On or near St. Judes Parade,Violence and sexual offences,-5.917024,54.576776
On or near ,Violence and sexual offences,-5.833447,54.724552
On or near Green Road,Violence and sexual offences,-6.391286,54.185125
On or near Killyneill Court,Violence and sexual offences,-6.745798,54.497344
On or near Mckeown Street,Violence and sexual offences,-6.04846,54.512372
On or near Ardvanagh Drive,Violence and sexual offences,-5.669977,54.633722
On or near High Street,Violence and sexual offences,-6.332683,54.17696
On or near Mill Avenue,Violence and sexual offences,-5.992062,54.63067
On or near Greenvale Manor Gardens,Violence and sexual offences,-6.213913,54.708295
On or near Danube Street,Violence and sexual offences,-5.953128,54.609685
On or near Springvale Park,Violence and sexual offences,-5.978981,54.625555
On or near Tynure,Violence and sexual offences,-6.749655,54.686197
On or near Kylemore Road,Violence and sexual offences,-6.682174,55.126515
On or near ,Violence and sexual offences,-6.678546,55.130043
On or near Kylemore Road,Violence and sexual offences,-6.682174,55.126515
On or near Kylemore Road,Violence and sexual offences,-6.682174,55.126515
On or near Castlewellan Road,Violence and sexual offences,-5.995201,54.372609
On or near Trinity Drive,Violence and sexual offences,-6.511925,55.072945
On or near Oldpark Road,Violence and sexual offences,-5.953784,54.616974
On or near Kylemore Road,Violence and sexual offences,-6.682174,55.126515
On or near Market Street West,Violence and sexual offences,-6.444442,54.422604
On or near Raughlan Meadows,Violence and sexual offences,-6.405471,54.479075
On or near Templefinn Park,Violence and sexual offences,-5.904477,54.685845
On or near Wellesley Avenue,Violence and sexual offences,-5.937749,54.582001
On or near ,Violence and sexual offences,-7.650998,54.342689
On or near St. James'S Parade,Violence and sexual offences,-5.968092,54.589272
On or near Townhall Street,Violence and sexual offences,-7.638098,54.344322
On or near Divis Tower,Violence and sexual offences,-5.942343,54.599798
On or near ,Violence and sexual offences,-7.650998,54.342689
On or near Divis Tower,Violence and sexual offences,-5.942343,54.599798
On or near Divis Tower,Violence and sexual offences,-5.942343,54.599798
On or near Willowfield Drive,Violence and sexual offences,-5.905267,54.58979
On or near Longstone Close,Violence and sexual offences,-5.790107,54.584965
On or near ,Violence and sexual offences,-5.902251,54.537696
On or near Castlevue Park,Violence and sexual offences,-6.232495,54.480586
On or near Bush Road,Violence and sexual offences,-6.184973,54.732986
On or near Bush Road,Violence and sexual offences,-6.184973,54.732986
On or near ,Violence and sexual offences,-5.934901,54.687436
On or near Braeside,Violence and sexual offences,-6.780967,54.50066
On or near Callan Bridge Park,Violence and sexual offences,-6.671782,54.351325
On or near ,Violence and sexual offences,-5.902251,54.537696
On or near ,Violence and sexual offences,-6.609476,54.754213
On or near Dunboyne Park,Violence and sexual offences,-5.975658,54.598626
On or near Sunningdale,Violence and sexual offences,-7.30372,54.595121
On or near ,Violence and sexual offences,-6.284514,54.189527
On or near Cornagrade Road,Violence and sexual offences,-7.637158,54.351586
On or near Cappagh Road,Violence and sexual offences,-6.927614,54.543995
On or near Highfern Gardens,Violence and sexual offences,-5.978968,54.602087
On or near The Meadow,Violence and sexual offences,-5.623608,54.674747
On or near Serpentine Road,Violence and sexual offences,-5.930208,54.650141
On or near Castle Street,Violence and sexual offences,-7.643856,54.347106
On or near Upper Malone Road,Violence and sexual offences,-5.956973,54.558275
On or near Union Street,Violence and sexual offences,-5.931955,54.603844
On or near ,Violence and sexual offences,-6.67369,54.841948
On or near Melrose Street,Violence and sexual offences,-5.946916,54.582121
On or near Burnside Avenue,Violence and sexual offences,-5.903877,54.5545
On or near Dorchester Park,Violence and sexual offences,-5.958999,54.560744
On or near Irish Street,Violence and sexual offences,-7.297481,54.985174
On or near Lisburn Road,Violence and sexual offences,-5.935169,54.588355
On or near Belvoir Park,Violence and sexual offences,-7.2725,55.047511
On or near Bridge Street,Violence and sexual offences,-6.268694,54.350832
On or near John Street,Violence and sexual offences,-7.305876,54.599319
On or near Chestnut Park,Violence and sexual offences,-7.465573,54.822794
On or near Castle Street,Violence and sexual offences,-6.516241,55.067572
On or near Falls Road,Violence and sexual offences,-5.96927,54.589229
On or near Main Street,Violence and sexual offences,-6.08305,54.462916
On or near Hilltown Road,Violence and sexual offences,-6.200443,54.185758
On or near John Street,Violence and sexual offences,-7.305876,54.599319
On or near Ravenhill Court,Violence and sexual offences,-5.910513,54.586736
On or near School Road,Violence and sexual offences,-6.330382,54.232895
On or near Ravenhill Court,Violence and sexual offences,-5.910513,54.586736
On or near Ravenhill Court,Violence and sexual offences,-5.910513,54.586736
On or near Victoria Street,Violence and sexual offences,-5.925203,54.602102
On or near Drumbeg,Violence and sexual offences,-6.354298,54.449396
On or near Rathmore,Violence and sexual offences,-6.74678,54.63761
On or near Union Street,Violence and sexual offences,-6.453409,54.422198
On or near Ventry Street,Violence and sexual offences,-5.932635,54.591645
On or near Reilly Park,Violence and sexual offences,-6.276241,54.350931
On or near Cushendall Road,Violence and sexual offences,-6.271054,54.874092
On or near ,Violence and sexual offences,-6.456381,54.421409
On or near Nutts Corner Roundabout,Violence and sexual offences,-6.14841,54.635265
On or near Earl Close,Violence and sexual offences,-5.928221,54.608794
On or near Stewartstown Road,Violence and sexual offences,-6.023044,54.559948
On or near Abbey Gardens,Violence and sexual offences,-6.192086,54.69321
On or near Dublin Road,Violence and sexual offences,-5.933066,54.591086
On or near Quadrant Place,Violence and sexual offences,-5.941696,54.597595
On or near Quadrant Place,Violence and sexual offences,-5.941696,54.597595
On or near Main Street,Violence and sexual offences,-6.08305,54.462916
On or near Catalina Gardens,Violence and sexual offences,-5.70858,54.581606
On or near Clogharevan Park,Violence and sexual offences,-6.398975,54.199037
On or near ,Violence and sexual offences,-5.66426,54.662365
On or near Downpatrick Green,Violence and sexual offences,-5.90918,54.687876
On or near Mullaghmeash Road,Violence and sexual offences,-7.021625,54.893715
On or near Inverary Wood,Violence and sexual offences,-5.878026,54.608122
On or near Dorchester Gardens,Violence and sexual offences,-5.973128,54.677839
On or near Murob Park,Violence and sexual offences,-6.281791,54.879895
On or near Iveagh Crescent,Violence and sexual offences,-6.349592,54.183878
On or near Castle Street,Violence and sexual offences,-6.516241,55.067572
On or near Taylor Park,Violence and sexual offences,-6.937231,55.042628
On or near Gortalowry Park,Violence and sexual offences,-6.743916,54.634544
On or near Margaretta Park,Violence and sexual offences,-6.015036,54.563447
On or near Braeside Grove,Violence and sexual offences,-5.862994,54.578628
On or near Ardan Road,Violence and sexual offences,-7.26896,55.052062
On or near Murob Park,Violence and sexual offences,-6.281791,54.879895
On or near ,Violence and sexual offences,-5.708094,54.323763
On or near Doagh Road,Violence and sexual offences,-6.011247,54.750268
On or near Lackaboy View,Violence and sexual offences,-7.609154,54.353089
On or near Shergrim Glen,Violence and sexual offences,-7.303834,54.613771
On or near Annadale Avenue,Violence and sexual offences,-5.913712,54.568049
On or near Arlington Park,Violence and sexual offences,-5.998375,54.563927
On or near Sandy Braes,Violence and sexual offences,-6.596197,54.753718
On or near Silverthorn Avenue,Violence and sexual offences,-6.646792,55.13485
On or near Gleneagles,Violence and sexual offences,-6.328591,54.998516
On or near Willowfield Street,Violence and sexual offences,-5.90258,54.591182
On or near ,Violence and sexual offences,-6.320682,54.473623
On or near Kirkistown Walk,Violence and sexual offences,-5.937592,54.549293
On or near Riverdale Crescent,Violence and sexual offences,-6.275081,54.434005
On or near Kings Square,Violence and sexual offences,-5.84594,54.589054
On or near Sandy Braes,Violence and sexual offences,-6.596197,54.753718
On or near Ballyrussell Road,Violence and sexual offences,-5.801767,54.554888
On or near Pitcairn Avenue,Violence and sexual offences,-5.659548,54.655364
On or near Beechwood Gardens,Violence and sexual offences,-5.682738,54.653905
On or near Greyabbey Road,Violence and sexual offences,-5.484385,54.542797
On or near Royal Avenue,Violence and sexual offences,-5.930747,54.602952
On or near Millstone Court,Violence and sexual offences,-6.70651,55.176273
On or near Kylemore Park,Violence and sexual offences,-7.34084,55.012041
On or near Otterbank Road,Violence and sexual offences,-7.270893,55.029176
On or near Allworthy Avenue,Violence and sexual offences,-5.938026,54.615691
On or near The Square,Violence and sexual offences,-6.198198,54.101389
On or near Gorteen Crescent,Violence and sexual offences,-6.945897,55.039074
On or near Crawfordstown Road,Violence and sexual offences,-5.843821,54.363879
On or near Castle Street,Violence and sexual offences,-7.634594,54.470538
On or near Monagh Drive,Violence and sexual offences,-5.990649,54.589594
On or near ,Violence and sexual offences,-6.347332,54.886627
On or near Ballylenaghan Park,Violence and sexual offences,-5.902077,54.54348
On or near Academy Road,Violence and sexual offences,-7.330553,55.004664
On or near Seein Road,Violence and sexual offences,-7.473463,54.781992
On or near ,Violence and sexual offences,-7.307701,54.603004
On or near Jamaica Street,Violence and sexual offences,-5.956942,54.616677
On or near Jamaica Street,Violence and sexual offences,-5.956942,54.616677
On or near Cedar Avenue,Violence and sexual offences,-5.942219,54.623418
On or near Rathfriland Road,Violence and sexual offences,-6.016387,54.377514
On or near Suffolk Road,Violence and sexual offences,-6.014271,54.56931
On or near Drumsallagh Road,Violence and sexual offences,-6.30037,54.290653
On or near Bush Road,Violence and sexual offences,-6.184973,54.732986
On or near Westrock Grove,Violence and sexual offences,-5.973177,54.594371
On or near ,Violence and sexual offences,-5.929504,54.650272
On or near Union Street,Violence and sexual offences,-6.512919,55.069364
On or near Chesham Grove,Violence and sexual offences,-5.905018,54.584988
On or near Westrock Grove,Violence and sexual offences,-5.973177,54.594371
On or near Cliftonville Drive,Violence and sexual offences,-5.948327,54.61928
On or near Lime Grove,Violence and sexual offences,-6.323456,54.459726
On or near Glentaisie Park,Violence and sexual offences,-6.659785,55.192558
On or near Otterbank Road,Violence and sexual offences,-7.270893,55.029176
On or near Victoria Street,Violence and sexual offences,-5.925203,54.602102
On or near Old Throne Park,Violence and sexual offences,-5.933369,54.655334
On or near Otterbank Road,Violence and sexual offences,-7.270893,55.029176
On or near Farren Park,Violence and sexual offences,-7.314723,55.013783
On or near Rosemount Avenue,Violence and sexual offences,-7.331095,55.004963
On or near Otterbank Road,Violence and sexual offences,-7.270893,55.029176
On or near Fernmore Park,Violence and sexual offences,-5.631912,54.656219
On or near Ivybank Park,Violence and sexual offences,-6.810982,54.530713
On or near Church Street,Violence and sexual offences,-5.715943,54.332736
On or near Church Street,Violence and sexual offences,-5.715943,54.332736
On or near ,Violence and sexual offences,-6.026389,54.556624
On or near Pitcairn Avenue,Violence and sexual offences,-5.659548,54.655364
On or near William Street,Violence and sexual offences,-6.338106,54.466586
On or near Benmore Drive,Violence and sexual offences,-5.979433,54.559272
On or near William Street,Violence and sexual offences,-6.338106,54.466586
On or near Edencrieve,Violence and sexual offences,-6.348758,54.157918
On or near Glengall Street,Violence and sexual offences,-5.93543,54.595116
On or near Corn Market,Violence and sexual offences,-6.34264,54.174627
On or near Glasvey Rise,Violence and sexual offences,-6.019406,54.557822
On or near Westland Drive,Violence and sexual offences,-5.946549,54.623833
On or near Rashee Court,Violence and sexual offences,-6.005658,54.760626
On or near Glendale Park,Violence and sexual offences,-7.332512,55.03253
On or near Barrack Street,Violence and sexual offences,-7.460474,54.824891
On or near Upper Galliagh Road,Violence and sexual offences,-7.34522,55.029141
On or near Mount Eagles Square,Violence and sexual offences,-6.046848,54.553264
On or near Main Street,Violence and sexual offences,-7.469195,54.827759
On or near Ilchester Street,Violence and sexual offences,-5.932413,54.614643
On or near Ilchester Street,Violence and sexual offences,-5.932413,54.614643
On or near North Road,Violence and sexual offences,-5.691086,54.600422
On or near Mountjoy Road,Violence and sexual offences,-7.300194,54.605854
On or near Church Avenue,Violence and sexual offences,-5.84826,54.257156
On or near Cranmore Gardens,Violence and sexual offences,-5.9534,54.57127
On or near Blackcave Manor,Violence and sexual offences,-5.822273,54.869342
On or near Heatherbank,Violence and sexual offences,-6.073779,54.382173
On or near Main Street,Violence and sexual offences,-7.469195,54.827759
On or near ,Violence and sexual offences,-6.083267,54.509057
On or near ,Violence and sexual offences,-6.083267,54.509057
On or near ,Violence and sexual offences,-7.173227,54.416039
On or near ,Violence and sexual offences,-6.083267,54.509057
On or near ,Violence and sexual offences,-6.083267,54.509057
On or near Kilmore Road,Violence and sexual offences,-5.775389,54.384184
On or near Alexander Park,Violence and sexual offences,-6.633354,54.877982
On or near ,Violence and sexual offences,-6.271063,54.845496
On or near Cranmore Gardens,Violence and sexual offences,-5.9534,54.57127
On or near Glendale Park,Violence and sexual offences,-7.332512,55.03253
On or near ,Violence and sexual offences,-6.309457,54.438687
On or near Maloon Way,Violence and sexual offences,-6.759151,54.651438
On or near Brookmount Gardens,Violence and sexual offences,-5.958414,54.602433
On or near Cranmore Gardens,Violence and sexual offences,-5.9534,54.57127
On or near University Square Mews,Violence and sexual offences,-5.93528,54.58585
On or near Hollybush Gardens,Violence and sexual offences,-5.985073,54.753403
On or near ,Violence and sexual offences,-6.347332,54.886627
On or near Central Avenue,Violence and sexual offences,-6.744976,54.645884
On or near Ballymoney Street,Violence and sexual offences,-6.274047,54.866408
On or near ,Violence and sexual offences,-6.347332,54.886627
On or near Berry Street,Violence and sexual offences,-5.934292,54.600173
On or near Springdale,Violence and sexual offences,-6.77901,54.506776
On or near Brucevale Court,Violence and sexual offences,-5.938129,54.612746
On or near Broadway Avenue,Violence and sexual offences,-5.817438,54.714237
On or near Donegall Street,Violence and sexual offences,-5.928756,54.601911
On or near Dalkeith Gardens,Violence and sexual offences,-5.793057,54.588757
On or near Donegall Quay,Violence and sexual offences,-5.922125,54.602355
On or near Drumbeg,Violence and sexual offences,-6.354298,54.449396
On or near ,Violence and sexual offences,-5.681478,54.641751
On or near Alfred Street,Violence and sexual offences,-5.663461,54.66279
On or near Sloan Street,Violence and sexual offences,-6.034019,54.508904
On or near ,Violence and sexual offences,-6.44362,54.419494
On or near Church Street,Violence and sexual offences,-6.768929,54.503691
On or near Enniskeen,Violence and sexual offences,-6.378462,54.446138
On or near Josephine Avenue,Violence and sexual offences,-6.949183,55.045004
On or near Queens Place,Violence and sexual offences,-6.323012,54.458911
On or near Drumannon Park,Violence and sexual offences,-6.464435,54.421925
On or near Rathkyle,Violence and sexual offences,-6.195127,54.719023
On or near Enniskeen,Violence and sexual offences,-6.37758,54.446611
On or near Castle Mews,Violence and sexual offences,-6.414538,54.353492
On or near Glen Road,Violence and sexual offences,-7.334057,55.008249
