Official Name,Add_1,Add_2,Add_3,County,Ethos,DEIS,Number of Males in 2014,Number of Females in 2014,Total number of Students in 2014,xcoord,ycoord,Long,Lat,Roll_No
S N CNOC DOIRE,COORACLARE,KILRUSH,CO CLARE,Clare,CATHOLIC,N,15,13,28,105562,156861,-9.39571,52.6548,18327I
SN IOSEF NAOFA,AN MHAIGH,LEACHT UI CHONCHUBHAIR,INIS,Clare,CATHOLIC,N,14,11,25,110421,184191,-9.33139,52.9012,18339P
S N CUAN,CILL BEATHACH,INIS,CO CLARE,Clare,CATHOLIC,N,15,20,35,73562,148800,-9.86532,52.5759,18359V
S N LIOSCEANUIR,INIS,CO CLARE,,Clare,CATHOLIC,N,43,36,79,106244,188084,-9.39458,52.9354,18410S
S N BAILE AN DROICHID,OBRIENS BRIDGE,LIMERICK,,Clare,CATHOLIC,N,67,60,127,164632,167918,-8.52397,52.7612,18467B
BALLYCAR N S,NEWMARKET ON FERGUS,CO CLARE,,Clare,CATHOLIC,N,20,19,39,142462,168883,-8.85255,52.768,18526O
CLUAIN DRAIGNEACH,CLUAIN DRAIGHNEACH,LIOS UI CHATASAI,INIS,Clare,CATHOLIC,N,15,5,20,124466,165216,-9.11831,52.7328,18540I
S N CATHAIR AODHA,LISSYCASEY,ENNIS,CO CLARE,Clare,CATHOLIC,N,21,16,37,125733,168932,-9.10039,52.7664,18541K
LISSYCASEY N S,ENNIS,CO CLARE,,Clare,CATHOLIC,N,65,70,135,120550,165858,-9.17643,52.738,18555V
S N MA SHEASTA,MOYASTA,CO CLARE,,Clare,CATHOLIC,N,25,29,54,95904,158761,-9.53899,52.6701,18565B
MERCY CONVENT KILLALOE,KILLALOE,CO CLARE,,Clare,CATHOLIC,N,0,93,93,170299,172842,-8.44046,52.8058,18624O
CARRIGAHOLT MIXED N S,CARRIGAHOLT,ENNIS,CO CLARE,Clare,CATHOLIC,N,12,11,23,84278,151490,-9.70825,52.6024,18630J
S N BAILE NA CAILLI,ENNIS,CO CLARE,,Clare,CATHOLIC,N,45,59,104,128064,163581,-9.06469,52.7186,18639E
S N DUBH RATH,CAISLEAN AN CHLAR,CO CLARE,,Clare,CATHOLIC,N,50,41,91,138485,174664,-8.91256,52.8195,18696Q
MILTOWN MALBAY B N S,MILTOWN MALBAY,CO CLARE,,Clare,CATHOLIC,N,41,57,98,105559,178905,-9.4021,52.8528,18720K
SHANNON AIRPORT 1 N S,SHANNON AIRPORT,CO CLARE,,Clare,CATHOLIC,N,53,67,120,139860,161243,-8.8897,52.699,18739I
SHANNON AIRPORT NO 2 NS,SHANNON AIRPORT,CO CLARE,,Clare,CHURCH OF IRELAND,N,13,2,15,139547,161329,-8.89435,52.6998,18740Q
SAINT MARYS N S LAHINCH,INIS,CO CLARE,,Clare,CATHOLIC,N,75,76,151,109612,187289,-9.34427,52.9289,18753C
FORGLEANN N S,FORGLEANN,LEACHT UI CHONCHUIR,CO AN CHLAIR,Clare,CATHOLIC,N,24,17,41,114295,184855,-9.274,52.9078,18768P
AN DAINGIN,TULLA,ENNIS,CO CLARE,Clare,CATHOLIC,N,12,10,22,146166,175434,-8.79875,52.8272,18846J
Dromindoora N.S.,CAHER,VIA LIMERICK,CO CLARE,Clare,CATHOLIC,N,16,15,31,151620,194286,-8.72064,52.9972,18950E
NEW QUAY NS,BURREN,CO CLARE,VIA GALWAY,Clare,CATHOLIC,N,10,19,29,127860,211093,-9.07827,53.1455,19043W
ST CONAIRES NS,SHANNON,CO CLARE,,Clare,CATHOLIC,N,248,252,500,141205,161984,-8.86994,52.7059,19274S
FLAGMOUNT CENTRAL NS,FLAGMOUNT CENTRAL NS,FLAGMOUNT,CAHER,Clare,CATHOLIC,N,33,27,60,156691,192991,-8.64494,52.986,19338S
SCARIFF CENTRAL N S,SCARIFF,CO CLARE,,Clare,CATHOLIC,N,89,80,169,164280,185114,-8.53106,52.9157,19366A
LABASHEEDA CENTRAL N S,LABASHEEDA,CO CLARE,,Clare,CATHOLIC,N,6,11,17,115202,152986,-9.25228,52.6216,19386G
RUAN CENTRAL NS,RUAN,ENNIS,CO CLARE,Clare,CATHOLIC,N,57,54,111,133569,187411,-8.98807,52.9334,19442N
INCHICRONAN CENTRAL NS,CRUSHEEN,CO CLARE,,Clare,CATHOLIC,N,52,49,101,139943,187584,-8.89331,52.9358,19551S
NAOMH TOLA,SHANNON,CO CLARE,,Clare,CATHOLIC,N,121,112,233,140154,161731,-8.88544,52.7035,19552U
CHRIOST RI,CLOUGHLEIGH,ENNIS,CO CLARE,Clare,CATHOLIC,Y,111,115,226,133158,177849,-8.99222,52.8475,19559L
ST AIDANS NS,SMITHSTOWN,SHANNON,CO CLARE,Clare,CATHOLIC,N,136,129,265,141646,162532,-8.86351,52.7108,19698C
LISDOONVARNA N S,LISDOONVARNA,CO CLARE,,Clare,CATHOLIC,N,55,57,112,113588,198564,-9.28817,53.0308,19700J
GAEL SC MHICHIL CHIOSOG,INIS,CO AN CHLAIR,,Clare,CATHOLIC,N,154,193,347,133978,178742,-8.98023,52.8556,19838P
GAELSCOIL DONNCHA RUA,SIONNA,CO AN CHLAIR,,Clare,CATHOLIC,N,37,41,78,140810,161932,-8.87577,52.7053,19849U
GAELSCOIL UI CHOIMIN,AN T-IONAD OIGE,CILL ROIS,CO AN CHLAIR,Clare,CATHOLIC,N,27,41,68,99442,155320,-9.48565,52.6398,19999Q
CONVENT OF MERCY NATIONAL SCHOOL,KILRUSH,CO CLARE,,Clare,CATHOLIC,Y,142,147,289,99377,155305,-9.48661,52.6397,20041C
ST MOCHULLAS N.S.,ENNIS ROAD,TULLA,CO CLARE,Clare,CATHOLIC,N,137,147,284,148739,179880,-8.76128,52.8674,20075T
SN REALT NA MARA,CHAPEL ST,KILKEE,CO CLARE,Clare,CATHOLIC,Y,36,40,76,88674,159839,-9.6462,52.6783,20078C
ENNIS EDUCATE TOGETHER NS,GORT ROAD,ENNIS,CO CLARE,Clare,MULTI DENOMINATIONAL,Y,60,49,109,133831,179109,-8.98249,52.8589,20086B
SCOIL NA MAIGHDINE MHUIRE,CORA CHAITHLIN,INIS,CO AN CHLAIR,Clare,CATHOLIC,N,94,98,192,139472,168372,-8.89675,52.7631,20127M
ST FACHNAN & ST ATTRACTAS N S,KILFENORA,CO CLARE,,Clare,CATHOLIC,N,27,35,62,118039,193875,-9.22064,52.9894,20149W
Ennistymon National School,Ennistymon,Co. Clare,,Clare,CATHOLIC,Y,61,59,120,112753,188272,-9.29784,52.9382,20245S
Raheen Wood Steiner School,Tuamgraney,Co Clare,,Clare,MULTI DENOMINATIONAL,N,39,49,88,164982,182513,-8.52035,52.8924,20312H
Mol an Oige,Ennistoymon,Clare,,Clare,MULTI DENOMINATIONAL,Y,69,61,130,112731,187932,-9.29807,52.9351,20313J
Coore National School,Mullagh,Ennis,County Clare,Clare,CATHOLIC,Y,12,14,26,103970,162497,-9.42087,52.7051,20404M
Scoil Mhichil,Cahermurphy,Kilmihil,,Clare,CATHOLIC,N,19,15,34,109607.51,167539.95,-9.33887,52.7514,20434V
STRAWBERRY HILL B N S,SUNDAYS WELL,CORK,,Cork,CATHOLIC,Y,177,0,177,165606,72135,-8.49974,51.9005,01197D
SUNDAYS WELL G N S,CORK,CO CORK,,Cork,CATHOLIC,Y,0,166,166,165572,72134,-8.50024,51.9004,02707F
SCOIL URSULA,BLACKROCK,CO CORK,,Cork,CATHOLIC,Y,69,87,156,171543,71548,-8.41343,51.8955,05940D
S N NAOMH ANTAINE,BALLINLOUGH,CORK,,Cork,CATHOLIC,N,796,0,796,169211,70701,-8.44724,51.8878,12203G
GREENMOUNT MONASTERY NS,SCOIL MUIRE NA NGRAS,GREENMOUNT,CO CORK,Cork,CATHOLIC,Y,165,104,269,166982,71056,-8.47965,51.8908,12473M
ST LUKES MXD N S,MAHONYS AVE,CORK,,Cork,CHURCH OF IRELAND,N,43,44,87,168626,72465,-8.45589,51.9036,13648D
ST VINCENTS CONVENT N S,ST MARYS ROAD,CORK,,Cork,CATHOLIC,Y,50,259,309,167016,72685,-8.47931,51.9055,13696O
S N B TOGHER CORK,TOGHER,CORK,,Cork,CATHOLIC,N,308,0,308,165859,69164,-8.49577,51.8738,13980L
SCOIL NAOMH MHUIRE,N MHUIRE AN OILEAIN,Bishop Street,CORK,Cork,CATHOLIC,Y,77,148,225,166953,71476,-8.48011,51.8946,14000C
NAOMH EOIN EASPAL,MAYFIELD,CO CORK,,Cork,CATHOLIC,Y,107,0,107,170341,73639,-8.43108,51.9142,14198D
BALLINTEMPLE N S,BALLINTEMPLE N S,CRAB LANE,CORK,Cork,CATHOLIC,N,111,102,213,169782,71248,-8.43899,51.8927,15781P
S N IOSEF NAOFA,MARDYKE,CORK,,Cork,CATHOLIC,N,214,0,214,166504,71694,-8.48665,51.8965,16339F
SCOIL COLMCILLE,BLARNEY ST,CORK,,Cork,CATHOLIC,Y,196,0,196,166795,72191,-8.48247,51.901,16680O
SCOIL NA CROISE NAOFA,MAHON,CORK,,Cork,CATHOLIC,Y,131,96,227,172376,71369,-8.40132,51.8939,17024I
ST PATRICKS B N S,BALLYHOOLEY ROAD,CORK,,Cork,CATHOLIC,Y,215,0,215,168758,72861,-8.45401,51.9072,17045Q
MUIRE GAN SMAL C,GLASHEEN,CORK,,Cork,CATHOLIC,Y,1,201,202,165711,70581,-8.49806,51.8865,17105I
OUR LADY OF LOURDES,BALLINLOUGH,CORK,,Cork,CATHOLIC,N,0,250,250,168738,70891,-8.45412,51.8895,17313P
SCOIL MHUIRE GAN SMAL B,GLASHEEN,CORK,,Cork,CATHOLIC,Y,320,0,320,165711,70581,-8.49806,51.8865,17993R
S N PADRAIG NAOFA C,DILLONS CROSS,CORK,,Cork,CATHOLIC,Y,0,225,225,168769,72942,-8.45386,51.9079,18153B
S N PADRAIG NAOFA,DILLONS CROSS,CORK,,Cork,CATHOLIC,Y,81,52,133,168745,72847,-8.4542,51.907,18154D
SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,,Cork,CATHOLIC,Y,128,105,233,166178,72824,-8.4915,51.9067,18217B
SCOIL NAOMH CAITRIONA,MODEL FARM ROAD,CORCAIGH,,Cork,CATHOLIC,N,0,412,412,164513,70565,-8.51546,51.8863,18253F
GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,,Cork,CATHOLIC,Y,118,111,229,167314,70184,-8.47474,51.883,18292P
S N BARRA NAOFA,SCOIL BHARRA,SRAID GILLABBEY,CORCAIGH,Cork,CHURCH OF IRELAND,N,18,27,45,166699,71423,-8.48379,51.8941,18356P
SCOIL NAOMH MICHEAL,CHURCH ROAD,BLACKROCK,CORK,Cork,CHURCH OF IRELAND,N,18,20,38,171132,71530,-8.4194,51.8953,18388F
SCOIL NAOMH BRID C,EGLANTINE HOUSE,BALLINLOUGH,CORK,Cork,CATHOLIC,N,0,557,557,169346,70143,-8.44523,51.8828,18563U
S N ATHAIR MAITIU C,AN TOCHAIR,CORCAIGH,,Cork,CATHOLIC,N,0,288,288,165836,69173,-8.49611,51.8738,18566D
SCOIL MHUIRE BANRION,MAYFIELD,CORK,,Cork,CATHOLIC,Y,0,192,192,170857,73446,-8.42356,51.9125,18587L
REALT NA MAIDINE,BALLYPHEHANE,CORK,,Cork,CATHOLIC,Y,114,3,117,167046,69693,-8.47859,51.8786,18734V
SCOIL IOSAGAIN,FARRANREE,CORK,,Cork,CATHOLIC,Y,396,0,396,166672,73228,-8.48436,51.9103,18786R
S N AN SPIORAID NAOMH C,CURRAHEEN RD,BISHOPSTOWN,CORK,Cork,CATHOLIC,N,0,261,261,163682,69681,-8.52744,51.8783,19000E
S N BARRA NAOFA BHUACH,BEAUMOUNT,CORK,,Cork,CATHOLIC,N,244,0,244,170553,70785,-8.42775,51.8886,19231A
S N BARRA NAOFA CAILINI,BEAUMONT,CORK,,Cork,CATHOLIC,N,0,262,262,170527,70832,-8.42813,51.889,19232C
S N MHARCUIS B,AN GLEANN,CORCAIGH,,Cork,CATHOLIC,Y,96,0,96,168552,73269,-8.45704,51.9108,19426P
S N BHREANNDAIN C,AN GHLEANN,CORCAIGH,,Cork,CATHOLIC,Y,5,94,99,168072,73169,-8.46401,51.9099,19427R
MHUIRE AR CHNOC HAOINE,KNOCKNAHEENY,CORK,,Cork,CATHOLIC,Y,140,137,277,165175,72620,-8.50605,51.9048,19714U
SCOIL OILIBHEIR,BALLINCOLLIE ROAD,BALLYVOLANE,CORK,Cork,CATHOLIC,N,342,318,660,168423,74421,-8.45902,51.9212,19730S
GAELSCOIL UI RIADA,BAILE AN EASPAIG,CO CHORCAI,,Cork,CATHOLIC,N,125,138,263,164750,69773,-8.51194,51.8792,19852J
SCOIL AN ATHAIR TADHG O MURCHU,DUGLAS,CORCAIGH,,Cork,CATHOLIC,N,180,202,382,169504,69495,-8.44287,51.8769,19882S
Cork Educate Together National School,GRATTAN STREET,CORK,,Cork,MULTI DENOMINATIONAL,N,109,102,211,167091,71933,-8.47815,51.8987,19906G
GAELSCOIL MHACHAN,CARRAIG DUBH,CORCAIGH,,Cork,CATHOLIC,Y,77,98,175,172286,71137,-8.40261,51.8919,19908K
GAELSCOIL PEIG SAYERS,Campas Oideachais,Fearann Phiarais,Bothar Ri na hAoine,Cork,CATHOLIC,Y,54,80,134,166632,74525,-8.48507,51.922,19909M
GAELSCOIL AN GHOIRT ALAINN,AIBHINNE MURMONT,GORT ALAINN,CORCAIGH,Cork,MULTI DENOMINATIONAL,N,154,164,318,169644,72976,-8.44115,51.9082,19993E
NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,,Cork,CATHOLIC,Y,70,162,232,167281,72646,-8.47546,51.9051,20036J
SCOIL AISEIRI CHRIOST,"FARRANREE,",CORK.,,Cork,CATHOLIC,Y,0,373,373,166734,73361,-8.48347,51.9115,20038N
SCOIL AN SPIORAID NAOMH (BOYS),BISHOPSTOWN,CORK,,Cork,CATHOLIC,N,375,0,375,163628,69671,-8.52822,51.8782,20077A
SCOIL NIOCLAIS,FRANKFIELD,GRANGE,CORK,Cork,CATHOLIC,N,457,450,907,168562,68141,-8.45643,51.8647,20106E
SCOIL MHUIRE FATIMA,NORTH MONASTERY,CORK,,Cork,CATHOLIC,Y,171,0,171,166931,72883,-8.48056,51.9073,20140E
Bunscoil Chriost Ri,Turners Cross,Cork,,Cork,CATHOLIC,N,351,196,547,167859,70771,-8.46688,51.8883,20388R
Scoil Maria Assumpta,Ballyphehane,Cork,,Cork,CATHOLIC,Y,0,208,208,166975.75,70180.24,-8.47965,51.883,20389T
BALLINSPITTLE N S,KINSALE,CO CORK,,Cork,CATHOLIC,N,94,91,185,158804,45849,-8.59545,51.6637,00467B
MIDLETON CONVENT N S,MIDLETON,CO CORK,,Cork,CATHOLIC,N,135,550,685,188795,72876,-8.16283,51.9081,00512D
S N CHUAN DOIR,CHUAN DOIR,Glandore,Skibbereen,Cork,CATHOLIC,N,35,28,63,124116,35556,-9.09453,51.5676,01272O
DROMLEIGH N S,MACROOM,CO CORK,,Cork,CATHOLIC,N,33,36,69,128455,65146,-9.03803,51.8341,01687U
FIRMOUNT MIXED N S,DONOUGHMORE,CO CORK,,Cork,CATHOLIC,N,76,72,148,152104,81919,-8.69727,51.9874,01692N
CASTLELYONS B N S,FERMOY,CO CORK,,Cork,CATHOLIC,N,98,104,202,184344,92268,-8.2284,52.0822,01867W
S N BAILE UI GHIBLIN,MITCHELSTOWN,CO CORK,,Cork,CATHOLIC,N,59,81,140,186429,113438,-8.19883,52.2726,02114B
MILLSTREET CONVENT N S,MILLSTREET,CO CORK,,Cork,CATHOLIC,N,69,169,238,126926,90125,-9.06551,52.0584,02278I
CLOYNE B N S,CLOYNE,CO CORK,,Cork,CATHOLIC,N,123,103,226,191294,67684,-8.12639,51.8614,02452V
BANTEER N S,BANTEER,CO CORK,,Cork,CATHOLIC,N,78,75,153,139016,98040,-8.89067,52.131,02803B
S N SEAN BAILE MOR,MALLOW,CO CORK,,Cork,CATHOLIC,N,47,34,81,167481,107458,-8.47586,52.218,03704E
BALLINDANGAN MIXED N S,MITCHELSTOWN,CO CORK,,Cork,CATHOLIC,N,11,6,17,177061,109393,-8.33581,52.2359,04054T
LEAMLARA MIXED N S,LEAMLARA,CO CORK,,Cork,CATHOLIC,N,62,64,126,181928,79727,-8.26299,51.9695,04118T
S N CNOC AN BHILE,UPTON,CO CORK,,Cork,CATHOLIC,N,81,64,145,152764,61068,-8.68481,51.8,04152T
S N BHIORAINN,BERRINGS,CO CORK,,Cork,CATHOLIC,N,109,92,201,152015,76419,-8.6978,51.9379,04186N
SCOIL NAOMH EOIN,BALLINCURRIG,LEAMLARA,CO CORK,Cork,CATHOLIC,N,55,52,107,184386,81872,-8.22732,51.9888,04230N
CLOCHAR NA TOIRBHIRTE,DONERAILE,CO CORK,,Cork,CATHOLIC,Y,18,70,88,159656,107539,-8.59037,52.2182,04268P
KYLE N S,YOUGHAL,CO CORK,,Cork,CATHOLIC,N,28,17,45,203932,77867,-7.9428,51.953,04442F
BALLYVONGANE MIXED N S,AGHINA,CO CORK,,Cork,CATHOLIC,N,20,19,39,140954,75828,-8.85853,51.9316,04578H
BALLYHASS MIXED N S,CECILSTOWN,MALLOW,CO CORK,Cork,CATHOLIC,N,87,73,160,144996,102731,-8.8041,52.1738,04953H
PRESENTATION CONVENT,BANDON,CO CORK,,Cork,CATHOLIC,N,0,186,186,148672,55361,-8.74329,51.7484,05257P
LARAGH N S,BANDON,CO CORK,,Cork,CATHOLIC,N,80,74,154,145502,56404,-8.78935,51.7575,05477G
ST COLUMBAS N.S,WITH FACILITY FOR DEAF CHILDREN,DUGHLAS,CORCAIGH,Cork,CATHOLIC,N,19,471,490,169486,69073,-8.4431,51.8732,05508O
TRAFRASK MIXED N S,BANTRY,CO CORK,,Cork,CATHOLIC,N,20,22,42,84915,49561,-9.66435,51.6868,05565D
DUNMANWAY MODEL N S,DUNMANWAY,CO CORK,,Cork,CHURCH OF IRELAND,N,29,33,62,122927,52134,-9.11533,51.7164,05636A
S N AN GHOILIN,SCIOBAIRIN,CO CORK,,Cork,CATHOLIC,N,23,24,47,81051,27977,-9.71289,51.4921,05656G
FREEMOUNT MIXED N S,RATHLUIRC,CO CORK,,Cork,CATHOLIC,N,38,48,86,139672,114355,-8.88399,52.2777,06295F
VICARSTOWN MIXED N S,VICARSTOWN,CO CORK,,Cork,CATHOLIC,N,36,51,87,154917,78207,-8.65584,51.9543,06342L
BALLYCLOUGH MIXED N S,MALLOW,CO CORK,,Cork,CATHOLIC,N,54,67,121,149694,101875,-8.7353,52.1665,07006A
CLOGHROE MIXED N S,BLARNEY,CO CORK,,Cork,CATHOLIC,N,280,284,564,157666,74128,-8.61535,51.9178,07242M
CONVENT OF MERCY,CLONAKILTY,CO CORK,,Cork,CATHOLIC,N,0,216,216,139083,41839,-8.87977,51.6259,07651G
S N RATH DUBH,GRENAGH,CO CORK,,Cork,CATHOLIC,N,119,144,263,159231,84746,-8.59386,52.0134,08393P
SCOIL NAOMH SEOSAMH,SKIBBEREEN,CO CORK,,Cork,CATHOLIC,N,1,190,191,112626,34028,-9.25984,51.5522,08430S
KILCORNEY MIXED N S,RATHCOOLE,MALLOW,CO CORK,Cork,CATHOLIC,N,18,16,34,134047,90379,-8.96175,52.0616,08828B
CASTLEALACK N S,CHAISLEAN NA LEACHT,BANDON,CO CORK,Cork,CATHOLIC,N,45,33,78,149017,58863,-8.73881,51.7799,08972I
OUR LADY OF MERCY N S,BANTRY,CO CORK,,Cork,CATHOLIC,N,81,171,252,100191,48317,-9.44315,51.6786,09161W
BALLINADEE N S,BANDON,CO CORK,,Cork,CATHOLIC,N,71,64,135,156731,51386,-8.6261,51.7133,09537S
TULLASLEASE MIXED N S,RATHLUIRC,CO CORK,,Cork,CATHOLIC,Y,8,12,20,135795,118587,-8.9416,52.3153,09815U
CLOGHOOLA MIXED N S,MILLSTREET,CO CORK,,Cork,CATHOLIC,N,13,3,16,126785,86430,-9.06678,52.0252,09872J
MACROOM CONVENT N S,MACROOM,CO CORK,,Cork,CATHOLIC,N,109,200,309,134142,72696,-8.95697,51.9027,10047I
S N ACHADH EOCHAILLE,ENNISKEAN,CO CORK,,Cork,CATHOLIC,N,30,32,62,138923,50702,-8.88363,51.7055,10243I
KILGARIFFE N S,CLONAKILTY,CO CORK,,Cork,CHURCH OF IRELAND,N,23,25,48,139503,41766,-8.8737,51.6253,10499U
FERMOY ADAIR N S,FERMOY,CO CORK,,Cork,CHURCH OF IRELAND,N,19,26,45,181261,98964,-8.27375,52.1423,10523O
ST BRENDANS NATIONAL SCHOOL,BANTRY,CO CORK,,Cork,CHURCH OF IRELAND,N,13,16,29,99430,48608,-9.45424,51.681,10548H
SOUTH ABBEY NS,YOUGHAL,CO CORK,,Cork,CHURCH OF IRELAND,N,42,58,100,210823,77406,-7.84257,51.9488,10724B
BALLINCARRIGA MXD N S,BALLINACARRIGA MXD,DUNMANWAY,CO CORK,Cork,CATHOLIC,N,25,44,69,128385,50689,-9.03606,51.7042,10739O
COBH N S,BELLEVUE,COBH,CO CORK,Cork,CHURCH OF IRELAND,N,15,13,28,180258,66619,-8.28654,51.8516,10771K
NEWMARKET B N S,NEWMARKET,CO CORK,,Cork,CATHOLIC,N,97,0,97,131378,107392,-9.00409,52.2141,11236Q
SN CILL MHIC ABHAIDH,LEAP,CO CORK,,Cork,CATHOLIC,N,23,24,47,121159,37168,-9.13754,51.5817,11245R
BURNFORT N S,MALLOW,CO CORK,,Cork,CATHOLIC,N,84,42,126,159040,90698,-8.59736,52.0668,11249C
DRUIMNE N S,RATHLUIRC,CO CORK,,Cork,CATHOLIC,Y,34,27,61,145507,118359,-8.79915,52.3143,11262R
KILMAGNER N S,FERMOY,CO CORK,,Cork,CATHOLIC,N,36,25,61,188371,96919,-8.16981,52.1242,11337W
Shandrum National School,Newtownshandrum,Charleville,,Cork,CATHOLIC,N,92,63,155,147731,121777,-8.76707,52.3452,11496T
S N IOSEPH,DRINAGH,DUNMANWAY,CO CORK,Cork,CATHOLIC,N,15,10,25,116594,42947,-9.20476,51.633,11931L
WHITEGATE MIXED N S,MIDLETON,CO CORK,,Cork,CATHOLIC,N,42,54,96,183809,63428,-8.23485,51.823,11992I
MALLOW NO 1 N S,SHORTCASTLE,MALLOW,CO CORK,Cork,CHURCH OF IRELAND,N,34,25,59,155699,98624,-8.64711,52.1378,12004A
ST LUKES N S DOUGLAS,CORK,CO CORK,,Cork,CHURCH OF IRELAND,N,117,95,212,169995,69100,-8.43571,51.8734,12012W
LISCARROL N S,MALLOW,CO CORK,,Cork,CATHOLIC,N,76,65,141,144993,112173,-8.80568,52.2586,12015F
ST JOHN THE BAPTIST N S,MIDLETON,CO CORK,,Cork,CHURCH OF IRELAND,N,114,104,218,188433,73722,-8.16812,51.9157,12041G
S N AN AIRD,CLONAKILTY,CO CORK,,Cork,CATHOLIC,N,33,26,59,136922,35723,-8.90988,51.5707,12147W
TEMPLEBRADY N S,CROSSHAVEN,CO CORK,,Cork,CHURCH OF IRELAND,N,27,34,61,179531,60858,-8.29675,51.7998,12169J
S N OIR CHEANN,EYERIES,BANTRY,CO CORK,Cork,CATHOLIC,N,14,13,27,61713,48525,-9.99928,51.6723,12259K
GOGGINSHILL N S,BALLINHASSIG,CO CORK,,Cork,CATHOLIC,N,99,92,191,160165,63563,-8.57781,51.823,12263B
WALTERSTOWN N S,COBH,CO CORK,,Cork,CATHOLIC,N,75,83,158,183776,68258,-8.23556,51.8664,12281D
CANOVEE MIXED N S,CARRIGADROHID,CO CORK,,Cork,CATHOLIC,N,64,77,141,141102,71076,-8.85557,51.8889,12292I
CURRIGLASS NS,CURRIGLASS,MALLOW,CO CORK,Cork,CATHOLIC,N,25,24,49,196657,93544,-8.04878,52.0939,12382J
UNION HALL MIXED N S,CORK,CO CORK,,Cork,CATHOLIC,N,36,38,74,120694,33976,-9.14353,51.5529,12383L
RUSHEEN NS,COACHFORD,CO CORK,,Cork,CATHOLIC,N,48,46,94,137873,76498,-8.90345,51.9373,12395S
S N GLEANN NA HULADH,MITCHELSTOWN,CO CORK,,Cork,CATHOLIC,N,41,34,75,175154,111352,-8.36387,52.2534,12446J
BALTYDANIEL N S,MALLOW,CO CORK,,Cork,CATHOLIC,N,83,95,178,154194,103997,-8.66982,52.186,12447L
TIMOLEAGUE N S,BANDON,CO CORK,,Cork,CATHOLIC,N,56,86,142,147152,43538,-8.76351,51.642,12456M
KILBARRY N S,MACROOM,CO CORK,,Cork,CATHOLIC,N,20,24,44,126987,68247,-9.05998,51.8618,12505W
ARDAGH BOYS N S,ROSCARBERY,CO CORK,,Cork,CATHOLIC,N,60,0,60,128679,36852,-9.02899,51.5799,12598J
CLOGHEEN MXD N S,CARRIGROHANE,CO CORK,,Cork,CATHOLIC,N,92,105,197,161358,73019,-8.56156,51.9081,12676D
RUSHNACAHARA N S,DURRNS,BANTRY,CO CORK,Cork,CATHOLIC,N,12,12,24,87608,40389,-9.62247,51.605,12685E
INCHIGEELA N S,INCHIGEELA,CO CORK,,Cork,CATHOLIC,N,21,20,41,122483,65941,-9.12483,51.8405,12967O
ST JOSEPHS CONVENT N S,RATHLUIRC,CO CORK,,Cork,CATHOLIC,Y,92,84,176,153313,122730,-8.68529,52.3543,13031I
S N AN DROMA MHOIR,AGHAVILLE,BANTRY,CO CORK,Cork,CATHOLIC,N,31,29,60,106001,45677,-9.35846,51.6558,13095L
SCOIL DHAIRBHRE,CLONAKILTY,CO CORK,,Cork,CATHOLIC,N,35,36,71,142677,40591,-8.82767,51.6151,13125R
CLOUGHDUV N S,CLOUGHDUV,CROOKSTOWN,CO. CORK.,Cork,CATHOLIC,N,57,65,122,145696,66248,-8.78809,51.846,13234W
TIRELTON N S MXD,MACROOM,CO CORK,,Cork,CATHOLIC,N,38,41,79,131776,65404,-8.9899,51.8368,13286S
SCOIL BHRIDE,CROS MHATHUNA,BANDON,CO CORK,Cork,CATHOLIC,N,111,109,220,146849,52970,-8.76932,51.7267,13375R
KNOCKRAHA N S,KNOCKRAHA,CORK,CO CORK,Cork,CATHOLIC,N,67,65,132,176698,78459,-8.33901,51.9579,13402R
Bunscoil Rinn an Chabhlaigh,COBH,CO CORK,,Cork,CATHOLIC,N,376,352,728,178283,66443,-8.31519,51.8499,13450F
S N ATH NA LIONTA,MALLOW,CO CORK,,Cork,CATHOLIC,N,53,45,98,156299,90903,-8.63735,52.0685,13483U
SCOIL MHUIRE LOURDES,CARRIGALINE,CO CORK,,Cork,CATHOLIC,N,453,0,453,172628,63042,-8.397,51.8191,13512B
DERRINACAHARA N S,DUNMANWAY,CO CORK,,Cork,CATHOLIC,Y,40,31,71,118799,56223,-9.17601,51.7526,13543M
CASTLEMARTYR N S,CASTLEMARTYR,CO CORK,,Cork,CATHOLIC,N,103,116,219,196495,73179,-8.05094,51.9109,13647B
DUNMANWAY CONVENT N S,DUNMANWAY,CO CORK,,Cork,CATHOLIC,N,6,105,111,123073,52918,-9.11339,51.7235,13661S
DUNMANWAY CONVENT INF,DUNMANWAY,CO CORK,,Cork,CATHOLIC,N,42,56,98,123057,52900,-9.11362,51.7233,13662U
LOWER GLANMIRE N S,GLANMIRE,CO CORK,,Cork,CATHOLIC,N,80,71,151,171636,74222,-8.4123,51.9195,13663W
CASTLETOWNSEND MXD N S,SKIBBEREEN,CO CORK,,Cork,CATHOLIC,N,60,59,119,117011,31472,-9.19603,51.5299,13728B
RIVERSTOWN N S,GLANMIRE,CO CORK,,Cork,CATHOLIC,N,357,360,717,173032,75356,-8.3921,51.9298,13747F
S N DHROM ATHAIN,MALLOW,CO CORK,,Cork,CATHOLIC,N,117,102,219,152514,94863,-8.6931,52.1038,13779S
