STREET NAME / ADDRESS,DATE GRANTED
PENROSE STREET,23-Jun-12
CARLINGFORD ROAD,23-Jun-12
BERKELEY ROAD,23-Jun-12
HARCOURT TERRACE,23-Jun-12
VICTORIA ROAD,23-Jun-12
HERBERT AVENUE,23-Jun-13
JOSEPHINE AVENUE,23-Jun-12
HERBERT STREET,23-Jun-13
CURZON STREET,23-Jun-12
VICTORIA STREET,23-Jun-12
EDENVALE ROAD,23-Jun-12
MORNINGTON ROAD,23-Jun-12
CHURCH GARDENS,30-Jun-13
LENNOX PLACE,30-Jun-13
O'CONNELL AVENUE,30-Jun-13
RANELAGH ROAD,30-Jun-13
ASHFIELD ROAD,30-Jun-13
MOUNTPLEASANT SQUARE,30-Jun-13
STAMER STREET,30-Jun-12
SAINT IGNATIUS ROAD,30-Jun-12
BLOOMFIELD AVENUE,30-Jun-12
HAYMARKET,20-Jul-12
HANOVER QUAY,21-Jul-13
MOUNTPLEASANT AVENUE LOWER,21-Jul-13
GARVILLE AVENUE,21-Jul-13
SERPENTINE PARK,21-Jul-13
CRESCENT VILLAS,21-Jul-13
FRANKFORT AVENUE,21-Jul-13
ANNA VILLA,21-Jul-12
BEECHWOOD PARK,21-Jul-12
MALACHI ROAD,21-Jul-12
CASTLEWOOD TERRACE,10-Jul-12
MOUNTPLEASANT SQUARE,10-Jul-13
LOMBARD STREET WEST,10-Jul-13
KINGSLAND PARADE,10-Jul-13
GREENVILLE TERRACE,10-Jul-13
HANNAVILLE PARK,10-Jul-12
DUNVILLE AVENUE,10-Jul-12
PEMBROKE LANE,10-Jul-12
ARNOTT STREET,10-Jul-12
MUNSTER STREET,10-Jul-13
MAYFIELD ROAD,10-Jul-13
HANNAVILLE PARK,10-Jul-13
ARNOTT STREET,10-Jul-13
HERBERT PLACE,30-Jun-12
MOUNTSHANNON ROAD,30-Jun-12
LENNOX STREET,30-Jun-12
MARGARET PLACE,30-Jun-13
LONGWOOD AVENUE,30-Jun-13
AUBURN STREET,30-Jun-12
BOW LANE WEST,30-Jun-12
CLANBRASSIL STREET UPPER,30-Jun-13
CLANBRASSIL STREET UPPER,30-Jun-12
SERPENTINE AVENUE,30-Jun-13
ANNESLEY PARK,30-Jun-13
FLORENCE STREET,02-Jul-13
IONA AVENUE,02-Jul-13
LEINSTER SQUARE,02-Jul-13
LEINSTER ROAD,02-Jul-13
NORTH GREAT GEORGE'S STREET,02-Jul-12
NORFOLK ROAD,02-Jul-12
HOME VILLAS,02-Jul-12
SEAFORT AVENUE,02-Jul-12
LEESON PARK,02-Jul-12
DODDER VIEW COTTAGES,02-Jul-12
MOYNE ROAD,02-Jul-13
DARGLE ROAD,02-Jul-13
MACKEN STREET,04-Jul-13
BEECHWOOD AVENUE UPPER,04-Jul-13
LEESON STREET UPPER,04-Jul-13
RAGLAN LANE,04-Jul-13
SAINT BROC'S COTTAGES,21-Jul-12
DAVID ROAD,21-Jul-12
SHAMROCK STREET,21-Jul-12
POWER'S COURT,21-Jul-13
BOTANIC AVENUE,21-Jul-12
BEECHWOOD AVENUE LOWER,21-Jul-13
LOMBARD STREET WEST,15-Jul-13
PEMBROKE GARDENS,15-Jul-13
CASTLEWOOD PARK,15-Jul-13
VIKING ROAD,15-Jul-12
HOLLYBANK ROAD,15-Jul-12
EGLINTON PARK,15-Jul-13
MAIN STREET,15-Jul-13
ARBUTUS PLACE,15-Jul-13
BELGRAVE SQUARE,15-Jul-12
BRIGHTON ROAD,15-Jul-12
KIRWAN STREET COTTAGES,15-Jul-12
HAROLD'S CROSS ROAD,15-Jul-12
SPENCER STREET SOUTH,15-Jul-12
GROSVENOR SQUARE,15-Jul-13
HOLLYBANK AVENUE,15-Jul-12
WINDSOR TERRACE,15-Jul-12
ERNE STREET UPPER,01-Jul-13
MONCK PLACE,04-Jul-13
ELMPARK AVENUE,04-Jul-12
EATON SQUARE,04-Jul-12
EATON SQUARE,04-Jul-12
CLYDE ROAD,04-Jul-13
EMORVILLE AVENUE,04-Jul-12
RAYMOND STREET,04-Jul-12
MARGARET PLACE,04-Jul-12
STANHOPE STREET,04-Jul-12
BEECHWOOD ROAD,21-Jun-13
MONCK PLACE,21-Jun-13
SOUTH LOTTS ROAD,21-Jun-13
EATON SQUARE,21-Jun-13
EGLINTON TERRACE,21-Jun-13
EATON SQUARE,21-Jun-13
WYNNEFIELD ROAD,21-Jun-13
VICTORIA AVENUE,21-Jun-13
BRENDAN ROAD,21-Jun-13
BELMONT PARK,21-Jun-12
FITZWILLIAM STREET UPPER,21-Jun-13
JOHN DILLON STREET,21-Jun-13
HADDINGTON ROAD,21-Jun-13
SAINT AUDEON'S TERRACE,21-Jun-13
AUBURN AVENUE,21-Jun-13
BOW STREET,21-Jun-13
WINDSOR ROAD,21-Jun-13
MOUNT TEMPLE ROAD,21-Jun-13
MOUNTAIN VIEW ROAD,21-Jun-13
BALLSBRIDGE AVENUE,21-Jun-12
SHAMROCK STREET,21-Jun-13
LEESON PARK AVENUE,21-Jun-12
HILL STREET,21-Jun-12
CHERRYFIELD AVENUE,21-Jun-12
CARLINGFORD ROAD,21-Jun-12
ANNA VILLA,21-Jun-13
ARGYLE ROAD,21-Jun-12
SANDFORD GARDENS,21-Jun-13
SAINT PHILOMENA'S ROAD,21-Jun-12
BEECHWOOD AVENUE UPPER,21-Jun-12
AUGHRIM STREET,01-Jul-13
BEECHWOOD AVENUE LOWER,01-Jul-12
MOUNT BROWN,01-Jul-12
ROSEMOUNT ROAD,01-Jul-12
ROYAL CANAL BANK,01-Jul-12
GREAT WESTERN SQUARE,01-Jul-12
EMMET STREET,01-Jul-12
JOHN DILLON STREET,01-Jul-13
DARTMOUTH ROAD,01-Jul-12
MOUNTPLEASANT SQUARE,01-Jul-13
CARLINGFORD ROAD,01-Jul-12
NEW ROW SOUTH,01-Jul-13
MYRTLE STREET,01-Jul-12
LONGWOOD AVENUE,01-Jul-12
HARTY PLACE,04-Jul-12
MOYNE ROAD,21-Jun-12
WINDSOR ROAD,21-Jun-12
SOUTH CIRCULAR ROAD,21-Jun-13
IVAR STREET,21-Jun-12
BLOOMFIELD AVENUE,21-Jun-12
SYNGE STREET,21-Jun-13
ASHDALE ROAD,04-Jul-12
RICHMOND HILL,04-Jul-13
EATON SQUARE,04-Jul-12
HAROLD'S CROSS COTTAGES,04-Jul-12
PHIBSBOROUGH ROAD,04-Jul-12
BATH AVENUE,04-Jul-12
DARTMOUTH SQUARE,05-Jul-13
BEECHWOOD AVENUE LOWER,05-Jul-13
WATERLOO ROAD,05-Jul-13
EATON SQUARE,05-Jul-13
AUBURN STREET,05-Jul-12
KENMARE PARADE,05-Jul-12
RUGBY ROAD,05-Jul-13
INCHICORE ROAD,05-Jul-13
RAYMOND STREET,05-Jul-13
RAGLAN ROAD,05-Jul-12
LOMBARD STREET WEST,05-Jul-13
CASTLEWOOD TERRACE,05-Jul-12
DROMARD AVENUE,05-Jul-12
SYNGE STREET,05-Jul-12
CARLINGFORD ROAD,05-Jul-13
CHESTER ROAD,05-Jul-12
NORTH GREAT GEORGE'S STREET,05-Jul-12
GROVE PARK,05-Jul-12
GRAY SQUARE,05-Jul-12
LEESON PARK AVENUE,05-Jul-13
OAKLANDS PARK,05-Jul-13
SAINT COLUMBA'S ROAD LOWER,05-Jul-12
PROSPECT AVENUE,05-Jul-12
BLESSINGTON STREET,05-Jul-12
GARDINER PLACE,05-Jul-13
MAYFIELD ROAD,07-Jul-13
WELLINGTON PLACE,07-Jul-13
BEECHWOOD AVENUE UPPER,07-Jul-12
DORIS STREET,09-Jul-13
HARCOURT TERRACE,09-Jul-12
BRIGHTON ROAD,09-Jul-12
EDENVALE ROAD,09-Jul-12
HAROLD'S CROSS ROAD,09-Jul-12
NOTTINGHAM STREET,09-Jul-12
INCHICORE ROAD,09-Jul-13
SAINT JOSEPH'S PARADE,09-Jul-12
SYNGE STREET,09-Jul-12
LEO AVENUE,09-Jul-12
DARGLE ROAD,07-Jul-13
BATH AVENUE,07-Jul-13
MOUNTPLEASANT SQUARE,07-Jul-13
CHESTER ROAD,07-Jul-13
MAYFIELD ROAD,07-Jul-13
KILLEEN ROAD,07-Jul-12
REUBEN STREET,07-Jul-12
PERCY PLACE,07-Jul-12
REUBEN AVENUE,07-Jul-12
STAMER STREET,07-Jul-12
VERNON STREET,07-Jul-13
MANOR PLACE,07-Jul-13
VIKING PLACE,07-Jul-12
DERRYNANE GARDENS,07-Jul-13
BELMONT AVENUE,07-Jul-12
EDENVALE ROAD,07-Jul-12
ASHFIELD AVENUE,07-Jul-13
PEMBROKE COTTAGES,07-Jul-12
PLEASANTS STREET,22-Jul-13
CAMBRIDGE ROAD,22-Jul-13
WASHINGTON STREET,22-Jul-13
CASTLEWOOD PARK,08-Jul-13
PRUSSIA STREET,08-Jul-13
AILESBURY ROAD,08-Jul-13
MAYFIELD ROAD,08-Jul-13
HOPE STREET,08-Jul-13
GROVE PARK,08-Jul-13
EMMET ROAD,08-Jul-12
CASTLEWOOD PARK,08-Jul-13
AUBURN AVENUE,08-Jul-12
BRUNSWICK STREET NORTH,08-Jul-12
PEARSE SQUARE,08-Jul-12
MANNIX ROAD,08-Jul-13
BALLSBRIDGE AVENUE,08-Jul-12
DODDER VIEW COTTAGES,08-Jul-12
HARRINGTON STREET,08-Jul-12
CLONSKEAGH ROAD,08-Jul-12
FONTENOY STREET,22-Jul-13
MOUNTAIN VIEW ROAD,22-Jul-13
DARTMOUTH SQUARE,22-Jul-13
MAYFIELD ROAD,22-Jul-13
SAINT KEVIN'S ROAD,22-Jul-13
BRIGHTON ROAD,22-Jul-13
MAYFIELD ROAD,22-Jul-13
MAYFIELD ROAD,22-Jul-13
CASTLEWOOD PARK,22-Jul-13
COLLINS AVENUE EAST,22-Jul-13
CRESCENT VILLAS,22-Jul-13
FITZWILLIAM SQUARE NORTH,22-Jul-12
MACKIES PLACE,22-Jul-13
DODDER VIEW COTTAGES,22-Jul-13
WELLINGTON ROAD,22-Jul-13
BELGRAVE ROAD,22-Jul-12
FITZWILLIAM SQUARE NORTH,22-Jul-12
SUSSEX ROAD,22-Jul-12
IVAR STREET,22-Jul-12
SEAFORT AVENUE,22-Jul-12
STAMER STREET,22-Jul-12
HADDINGTON ROAD,22-Jul-12
FITZGERALD STREET,22-Jul-12
SANDYMOUNT ROAD,22-Jul-12
CHELMSFORD ROAD,22-Jul-12
BELVEDERE ROAD,22-Jul-12
MOUNTPLEASANT PLACE,22-Jul-12
SOUTH DOCK STREET,22-Jul-12
BEECHWOOD AVENUE LOWER,15-Jul-12
PORTOBELLO ROAD,15-Jul-12
HERBERT PLACE,15-Jul-13
SUMMERVILLE PARK,15-Jul-13
BELMONT PARK,15-Jul-12
BRIDE ROAD,15-Jul-13
CASTLEWOOD PARK,15-Jul-12
FITZWILLIAM SQUARE NORTH,18-Jul-13
BEECHWOOD AVENUE LOWER,18-Jul-13
LURGAN STREET,18-Jul-12
WATERLOO ROAD,18-Jul-13
NORTHBROOK ROAD,18-Jul-13
SAINT ALBAN'S ROAD,18-Jul-13
SERPENTINE AVENUE,18-Jul-13
WELLINGTON ROAD,18-Jul-13
CASTLEWOOD PARK,13-Jul-12
CURZON STREET,13-Jul-13
BOTANIC AVENUE,13-Jul-12
YORK AVENUE,08-Jul-13
SAINT VINCENT STREET,08-Jul-13
CASTLEWOOD PARK,11-Jul-13
BEECHWOOD AVENUE LOWER,11-Jul-12
CASTLEWOOD PARK,11-Jul-13
CASTLEWOOD TERRACE,11-Jul-13
EATON SQUARE,11-Jul-13
CASTLEWOOD PARK,11-Jul-13
MOUNTAIN VIEW ROAD,11-Jul-13
INNISFALLEN PARADE,11-Jul-13
ELMWOOD AVENUE,11-Jul-13
PEMBROKE COTTAGES,11-Jul-13
RAGLAN LANE,11-Jul-13
CASTLEWOOD PARK,11-Jul-13
MARTIN STREET,11-Jul-12
JOHN DILLON STREET,11-Jul-12
SAINT ALBAN'S ROAD,22-Jul-12
ASHFIELD ROAD,22-Jul-12
PORTOBELLO HARBOUR,22-Jul-13
LEO STREET,22-Jul-13
LOMBARD STREET WEST,22-Jul-13
NEW ROW SOUTH,23-Jul-13
HEALTHFIELD ROAD,23-Jul-13
TRITONVILLE ROAD,23-Jul-13
WELLINGTON ROAD,23-Jul-13
ALBANY ROAD,23-Jul-13
SAINT BENEDICT'S GARDENS,23-Jul-13
PERCY PLACE,23-Jul-13
FERGUS ROAD,23-Jul-13
AUBURN AVENUE,23-Jul-13
HEALTHFIELD ROAD,23-Jul-13
SOUTH LOTTS ROAD,23-Jul-13
MADISON ROAD,23-Jul-13
DARTMOUTH SQUARE,23-Jul-13
BELVIDERE AVENUE,26-Apr-09
EMMET STREET,22-Apr-09
WELLINGTON ROAD,
LEO STREET,
MAYFIELD ROAD,10-Jul-11
MARINO PARK AVENUE,30-Jul-11
HANNAVILLE PARK,17-Jul-11
HADDINGTON ROAD,28-Aug-11
CABRA PARK,21-Aug-11
NEWBRIDGE AVENUE,05-Sep-11
FINGAL PLACE,19-Sep-11
ANNADALE AVENUE,30-Aug-11
ELMPARK AVENUE,30-Aug-11
BELGRAVE ROAD,06-Sep-11
OAKFIELD PLACE,13-Aug-11
OLD KILMAINHAM,11-Sep-11
EGLINTON PARK,08-Dec-11
KENILWORTH SQUARE,15-Nov-11
DORSET STREET LOWER,28-Nov-11
SITRIC ROAD,08-Dec-11
EMOR STREET,22-Dec-11
CLONTARF ROAD,15-Dec-11
CASIMIR ROAD,09-Dec-11
HOPE STREET,28-Nov-11
DERRYNANE GARDENS,21-Oct-11
SOUTH CIRCULAR ROAD,13-Nov-11
SOUTH CIRCULAR ROAD,30-Oct-11
WILFIELD PARK,02-Dec-11
PRUSSIA STREET,30-Nov-11
TOWNSEND STREET,29-Jan-12
REUBEN AVENUE,13-Dec-11
MOUNTJOY STREET MIDDLE,21-Dec-11
VALENTIA PARADE,12-Dec-11
BLOOMFIELD AVENUE,01-Apr-12
LINENHALL STREET,07-May-12
HAROLD ROAD,21-Apr-12
SERPENTINE TERRACE,22-Apr-12
HOLLYBANK ROAD,22-Apr-12
SAINT ANNE'S ROAD NORTH,30-Apr-12
TERENURE PARK,15-Mar-12
PRINCE'S STREET SOUTH,12-Apr-12
AUGHRIM STREET,17-Jun-12
FITZWILLIAM SQUARE SOUTH,07-Jun-12
FINGAL PLACE,22-Jun-12
JOY STREET,11-Jun-12
HOLLYBANK ROAD,11-May-12
ASHFIELD PARK,06-May-12
SYNNOTT ROW,17-Jun-12
RAGLAN ROAD,17-Jun-12
GRANTHAM STREET,04-May-12
DOLPHIN AVENUE,01-Jun-12
GREENVILLE TERRACE,11-May-12
OLAF ROAD,11-Jun-12
LOMBARD STREET WEST,12-Oct-11
RUGBY ROAD,28-Sep-11
HALLIDAY ROAD,09-Sep-12
DENZILLE LANE,26-Aug-11
SEAFORT VILLAS,24-Sep-12
KILLEEN ROAD,21-Aug-12
RAYMOND STREET,13-Aug-12
VAVASOUR SQUARE,19-Aug-11
LEINSTER SQUARE,07-Sep-12
OLIVER BOND STREET,14-Nov-12
SION HILL AVENUE,05-Oct-12
BUSHES LANE,11-Nov-11
PEMBROKE PARK,30-Oct-12
ORMEAU STREET,21-Nov-12
PEARSE SQUARE,12-Oct-11
SOUTH CIRCULAR ROAD,17-Nov-12
RINGSEND ROAD,27-Nov-12
GOLDSMITH STREET,13-Nov-11
ANNESLEY PLACE,01-Nov-12
WELLINGTON ROAD,24-Oct-11
CASIMIR AVENUE,05-Oct-12
GROVE PARK,17-Sep-12
TYRCONNELL STREET,08-Oct-11
CHARLESTON AVENUE,02-Mar-13
MANOR PLACE,17-Feb-13
PEMBROKE ROAD,20-Mar-13
BELVEDERE ROAD,01-Mar-12
ASHDALE ROAD,13-Mar-12
LEESON PARK AVENUE,18-Feb-12
KENMARE PARADE,19-Feb-12
TERENURE PARK,21-Mar-12
SARSFIELD STREET,15-Feb-12
CHERRYFIELD AVENUE,23-Feb-13
NUTLEY AVENUE,01-Feb-13
FAIRFIELD ROAD,02-Mar-12
KILMAINHAM LANE,06-Feb-12
SAINT CLEMENT'S ROAD,11-Feb-12
COWPER ROAD,01-Mar-13
HAROLD ROAD,17-Apr-12
KENILWORTH PARK,04-May-13
KENILWORTH PARK,05-May-13
MOUNTJOY STREET,25-Apr-12
WINDSOR ROAD,03-Apr-13
VICTORIA STREET,10-Apr-13
KENILWORTH PARK,04-May-13
DAVID ROAD,14-Apr-13
SAINT IGNATIUS ROAD,30-Mar-12
INCHICORE ROAD,14-Mar-13
SAINT CATHERINE'S AVENUE,03-Apr-13
RANELAGH AVENUE,31-Mar-12
TERENURE PARK,21-Mar-13
NEW ROW,08-Feb-12
SHANDON ROAD,25-Mar-13
HERBERT PARK,25-Mar-13
RATHDOWN ROAD,22-Mar-12
RATHDOWN ROAD,30-Mar-12
HOLLYBANK ROAD,14-Apr-13
MANOR PLACE,11-Apr-13
KIMMAGE ROAD LOWER,28-Jul-13
PLEASANTS STREET,18-Aug-13
NORTHBROOK ROAD,14-Aug-13
RICHVIEW PARK,06-Aug-13
SYNGE STREET,10-Aug-13
BELVEDERE ROAD,10-Aug-12
SALLYMOUNT AVENUE,28-Jul-12
FERGUS ROAD,23-Jul-13
LONGWOOD AVENUE,13-Jul-13
VICTORIA ROAD,30-Jul-13
CITY QUAY,21-Jul-13
RAYMOND STREET,21-Jul-13
MEATH STREET,14-Jul-12
LEESON PARK,28-Jun-13
EATON SQUARE,30-Jul-13
GORDON STREET,04-Jul-13
DUNVILLE AVENUE,18-Jul-13
BRIGHTON SQUARE,22-Jun-12
HOLLYBROOK ROAD,13-Aug-13
HOWARD STREET,12-Aug-13
CABRA PARK,04-Aug-12
DROMARD TERRACE,18-Oct-11
DORSET STREET LOWER,23-Sep-11
EMMET ROAD,11-Sep-11
MARLBOROUGH ROAD,08-Oct-11
KENILWORTH SQUARE,04-Sep-11
BLOOMFIELD AVENUE,03-Oct-11
EARL STREET SOUTH,02-Oct-11
GOLDEN LANE,24-Sep-11
GREENMOUNT ROAD,30-Sep-11
CASIMIR AVENUE,13-Oct-11
PARK DRIVE,18-Nov-11
WATERLOO ROAD,15-Oct-11
MOUNTJOY STREET,03-Oct-11
AILESBURY PARK,03-Oct-11
CHESTER ROAD,05-Nov-11
SANDYMOUNT AVENUE,08-Oct-11
MUNSTER STREET,07-Oct-11
BRIGHTON SQUARE,04-Oct-11
ANNA VILLA,17-Oct-11
HERBERT PARK,04-Feb-12
ESTATE AVENUE,18-Mar-12
SAINT ALBAN'S ROAD,13-Mar-12
THOMAS COURT,08-Mar-12
BELGRAVE SQUARE,21-Mar-12
CHELMSFORD AVENUE,09-Jan-12
DARTMOUTH SQUARE,15-Feb-12
BELVEDERE ROAD,25-Feb-12
SAINT JOSEPH'S PLACE,11-Feb-12
CHELMSFORD AVENUE,02-Feb-12
BEECHWOOD AVENUE UPPER,04-Mar-12
SAINT NICHOLAS PLACE,20-Feb-12
PEMBROKE COTTAGES,26-Mar-12
ONTARIO TERRACE,27-Feb-12
GRAND CANAL STREET UPPER,10-Apr-12
ELM PARK TERRACE,31-Mar-12
LANSDOWNE PARK,25-Mar-12
TIVOLI AVENUE,20-Mar-12
DERRYNANE GARDENS,22-Feb-12
VILLIERS ROAD,25-Mar-12
HASTINGS STREET,18-Feb-12
MOYNE ROAD,08-Mar-12
PEARSE STREET,11-Apr-12
MERTON DRIVE,17-Mar-12
VILLIERS ROAD,24-Mar-12
VAVASOUR SQUARE,27-Jul-12
WILSON TERRACE,01-Jul-12
EMORVILLE AVENUE,05-Jul-11
BROOKFIELD STREET,10-Jul-11
FARNEY PARK,07-Jul-12
VICTORIA STREET,25-Jun-12
WESLEY ROAD,22-Jun-12
MORNINGTON ROAD,06-Jul-12
SAINT JOSEPH'S PLACE,23-Aug-12
MOUNTJOY STREET MIDDLE,24-Jul-12
WARREN STREET,20-Sep-12
PEMBROKE ROAD,24-Jul-12
LEINSTER SQUARE,09-Aug-12
BELGRAVE ROAD,23-Jul-12
GARVILLE AVENUE UPPER,13-Aug-11
GLENGARRIFF PARADE,31-Aug-11
HOLLYBANK ROAD,10-Aug-11
ANGLESEA ROAD,07-Sep-11
SAINT ALPHONSUS' ROAD UPPER,11-Aug-12
GROSVENOR VILLAS,02-Sep-11
PEMBROKE COTTAGES,25-Jul-12
ELGIN ROAD,08-Sep-11
BEECHWOOD AVENUE LOWER,29-Jul-11
PORTOBELLO HARBOUR,15-Jul-11
MOYNE ROAD,04-Sep-12
MARLBOROUGH ROAD,26-Aug-12
CASTLEWOOD PARK,10-Sep-12
SOUTH CIRCULAR ROAD,03-Nov-11
LESLIE'S BUILDINGS,07-Dec-11
MOUNT STREET UPPER,11-Nov-12
KINGSLAND PARADE,25-Nov-12
SAINT IGNATIUS ROAD,24-Nov-11
ASHDALE ROAD,20-Nov-11
REGINALD STREET,21-Oct-12
BEECHWOOD AVENUE UPPER,06-Dec-12
SAINT VINCENT STREET SOUTH,31-Oct-12
SALLYMOUNT GARDENS,18-Nov-11
HOLLYBANK AVENUE,13-Jan-12
PALMERSTON ROAD,19-Jan-12
SAINT CATHERINE'S AVENUE,23-Dec-11
KILMAINHAM LANE,10-Feb-12
HASTINGS STREET,08-Feb-13
MOUNTJOY STREET MIDDLE,06-Feb-13
"SANDFORD AVENUE,D.8",05-Jan-13
MOUNTPLEASANT AVENUE LOWER,16-Feb-12
SAINT PATRICK'S ROAD,01-Feb-13
HAROLD'S CROSS ROAD,10-Feb-13
CHERRYFIELD AVENUE,15-Jan-13
GARVILLE AVENUE UPPER,01-Dec-11
ALMEIDA AVENUE,24-Jan-12
,18-Jan-12
MOYNE ROAD,07-Feb-12
BELGRAVE ROAD,04-Jan-13
HOLLYBANK AVENUE,11-Jan-13
LEESON PARK AVENUE,29-Jan-13
HOME VILLAS,28-May-13
ISLAND VILLAS,14-Apr-12
FAIRFIELD ROAD,10-Jun-12
ZUMA TERRACE,19-May-13
WIGAN ROAD,15-Apr-13
CABRA PARK,25-Mar-12
OLD KILMAINHAM,21-May-12
HARMONY AVENUE,21-Mar-13
GRAY SQUARE,13-May-13
NORTH CIRCULAR ROAD,04-Apr-12
SOUTH DOCK STREET,12-May-13
BLESSINGTON STREET,16-Jun-12
MONCK PLACE,04-Jul-13
PRUSSIA STREET,08-Jun-12
BLOOMFIELD AVENUE,02-Jun-13
BOTANIC AVENUE,15-Jul-12
SYNGE STREET,06-Jul-12
DARGLE ROAD,15-Jun-13
EMORVILLE AVENUE,15-Jun-12
CARLINGFORD ROAD,07-Jul-13
WINDSOR TERRACE,24-Jun-13
KINGSLAND PARADE,21-Jun-12
GREENMOUNT ROAD,07-Jul-13
PENROSE STREET,04-Jul-12
GORDON STREET,04-Jun-13
BELMONT AVENUE,23-May-12
SOUTH DOCK STREET,20-Jun-13
PEMBROKE ROAD,09-Jun-13
SOUTH CIRCULAR ROAD,22-Jun-12
GORDON STREET,27-May-12
SUMMERVILLE PARK,08-Jun-13
MARINO PARK AVENUE,30-May-12
DARTMOUTH ROAD,15-Jun-12
ULSTER STREET,22-May-13
LEESON STREET UPPER,01-Jun-12
HERBERT COTTAGES,13-Jun-12
GREENMOUNT LANE,10-Apr-08
REUBEN AVENUE,10-Apr-08
CHARLES STREET GREAT,21-Feb-09
HARRINGTON STREET,01-Mar-08
LONGWOOD AVENUE,20-Apr-08
HAROLD'S CROSS ROAD,22-Apr-08
PEMBROKE COTTAGES,17-Apr-09
SOUTH LOTTS ROAD,12-Jul-08
VALENTIA PARADE,17-Jul-08
DORIS STREET,29-Apr-09
VICTORIA AVENUE,08-Nov-08
GROSVENOR ROAD,13-Sep-08
MUNSTER STREET,03-Apr-09
SALLYMOUNT AVENUE,19-Dec-11
FLEMING'S PLACE,29-Sep-11
FRANKFORT AVENUE,08-Oct-11
HEYTESBURY STREET,03-Sep-11
MARTIN STREET,16-Aug-11
ORMOND ROAD SOUTH,07-Jan-12
GROSVENOR SQUARE,01-Oct-11
HADDINGTON ROAD,05-Dec-11
LONGWOOD AVENUE,27-May-12
FITZWILLIAM STREET UPPER,02-Jul-12
LONGWOOD AVENUE,23-Aug-11
ADDISON ROAD,15-Apr-12
CARLISLE AVENUE,12-Jul-11
SAINT PATRICK'S ROAD,20-May-12
VICTORIA AVENUE,13-Sep-11
HAROLD'S CROSS COTTAGES,01-Sep-11
SYNGE STREET,31-Jul-11
RATHMINES ROAD UPPER,17-Sep-11
EGLINTON TERRACE,13-Jul-11
BEECHWOOD AVENUE LOWER,02-Sep-11
CARLINGFORD ROAD,08-Jul-11
DAVIS PLACE,10-Sep-11
PEARSE STREET,10-Sep-12
BUSHES LANE,22-Sep-12
HOLLYBANK ROAD,05-Oct-12
MOYNE ROAD,23-Sep-11
CHARLEVILLE ROAD,26-Mar-12
MEATH STREET,06-Nov-12
HOLLYBANK AVENUE,14-Oct-11
MOUNTPLEASANT SQUARE,26-Jul-11
,24-Sep-11
AUGHRIM STREET,08-Jul-12
LENNOX PLACE,26-Oct-11
HEYTESBURY STREET,26-Jul-11
BELMONT GARDENS,01-Nov-11
MARTIN STREET,17-Jul-11
SAINT ALBAN'S PARK,10-Oct-12
VAVASOUR SQUARE,03-May-12
INNISFALLEN PARADE,26-Oct-11
KENILWORTH SQUARE,08-Oct-11
RAGLAN ROAD,18-Nov-11
VICTORIA VILLAS,17-Oct-11
CABRA PARK,21-Feb-13
LENNOX STREET,07-Oct-11
AVONDALE ROAD,10-Jan-12
KINGSLAND PARADE,19-Sep-11
BURLINGTON ROAD,05-Oct-11
HEYTESBURY LANE,02-Aug-11
ROWSERSTOWN LANE,13-Nov-11
GROVE PARK,01-Nov-11
ELMPARK AVENUE,17-Feb-13
GROVE PARK,01-Dec-11
BROOKFIELD STREET,10-Feb-12
RATHMINES ROAD UPPER,06-Oct-11
MURTAGH ROAD,07-Feb-12
FONTENOY STREET,01-Feb-12
GROVE PARK,28-Nov-11
DRUMMOND PLACE,11-Nov-11
OXFORD ROAD,13-Oct-12
LOMBARD STREET WEST,19-Nov-11
GROSVENOR SQUARE,16-Nov-11
CAMBRIDGE AVENUE,08-Jan-13
BRIGHTON ROAD,23-Feb-12
NORTH CIRCULAR ROAD,22-Feb-12
SARSFIELD STREET,16-Sep-11
RATHMINES ROAD UPPER,08-Sep-11
ADELAIDE ROAD,20-Nov-11
DUFFERIN AVENUE,29-Mar-12
OXMANTOWN ROAD,05-Sep-11
GARVILLE AVENUE UPPER,08-Jan-12
RAGLAN ROAD,08-Nov-11
RAYMOND STREET,18-Mar-13
SYNGE STREET,24-Feb-12
SUSSEX ROAD,21-Feb-12
LEINSTER SQUARE,11-Mar-12
CASIMIR AVENUE,08-Feb-12
LOMBARD STREET WEST,27-Sep-12
HEYTESBURY LANE,24-Mar-12
INNISFALLEN PARADE,03-Dec-11
WATERLOO ROAD,11-Jun-12
GREENVILLE TERRACE,17-Feb-12
ADDISON ROAD,21-Sep-11
MOUNTPLEASANT AVENUE LOWER,10-Nov-11
GULISTAN TERRACE,10-Jul-12
STAMER STREET,20-Jun-12
MOUNTPLEASANT PLACE,06-Oct-11
OXMANTOWN ROAD,12-Jul-12
BEECHWOOD AVENUE UPPER,13-Jan-12
MARTIN STREET,30-Apr-12
HOLLYBANK AVENUE,09-Jun-12
CABRA PARK,14-Jun-12
VERNON GROVE,10-Apr-12
WINDSOR ROAD,12-Nov-11
BEECHWOOD AVENUE LOWER,03-Dec-11
RANELAGH ROAD,02-May-12
MERTON DRIVE,10-May-12
LOMBARD STREET WEST,27-Apr-12
WINDSOR ROAD,24-Nov-11
MOUNT PLEASANT AVENUE UPPER,20-Jul-12
LEINSTER ROAD WEST,06-Jul-12
NORFOLK ROAD,30-Nov-11
MOUNTPLEASANT TERRACE,28-Sep-11
