STREET NAME / ADDRESS,DATE GRANTED
CABRA PARK,16-Sep-11
OVOCA ROAD,16-Sep-11
SAINT PETER'S ROAD,19-Sep-11
PEMBROKE GARDENS,08-Sep-12
DUNVILLE AVENUE,08-Sep-11
KENILWORTH SQUARE,08-Sep-11
BEECHWOOD AVENUE LOWER,14-Sep-11
PEARSE STREET,16-Sep-11
ARNOTT STREET,22-Sep-11
CLAUDE ROAD,22-Sep-11
ASHFIELD ROAD,22-Sep-11
WOODSTOCK GARDENS,22-Sep-11
ORMOND SQUARE,22-Sep-12
JOSEPHINE AVENUE,22-Sep-11
SAINT MARY'S ROAD,22-Sep-12
GORDON STREET,22-Sep-11
RAYMOND STREET,22-Sep-11
GREENORE TERRACE,22-Sep-11
SAINT PHILOMENA'S ROAD,22-Sep-11
CARLINGFORD ROAD,22-Sep-11
CLANBRASSIL STREET UPPER,23-Sep-11
LONGWOOD AVENUE,08-Sep-11
RAGLAN LANE,19-Sep-11
SUMMER STREET NORTH,19-Sep-12
BROOKFIELD ROAD,19-Sep-11
ELMPARK AVENUE,19-Sep-11
HEALTHFIELD ROAD,19-Sep-11
NEW BRIDE STREET,19-Sep-11
DUFFERIN AVENUE,19-Sep-11
STAMER STREET,19-Sep-12
GROSVENOR ROAD,20-Sep-11
VICTORIA STREET,21-Sep-12
SAINT BRIGID'S ROAD UPPER,21-Sep-11
SAINT BRIGID'S ROAD UPPER,21-Sep-11
LEINSTER ROAD,21-Sep-11
ROYAL CANAL BANK,22-Sep-11
GRAND CANAL STREET UPPER,08-Sep-11
CABRA PARK,12-Sep-11
ADDISON ROAD,12-Sep-11
FONTENOY STREET,27-Sep-12
DRUMMOND PLACE,28-Sep-12
ELM PARK TERRACE,28-Sep-11
GRAY STREET,28-Sep-11
HADDINGTON ROAD,28-Sep-12
ELGIN ROAD,28-Sep-11
MOUNTSHANNON ROAD,06-Sep-12
ARGYLE ROAD,14-Sep-11
LEINSTER STREET NORTH,26-Sep-11
BEECHWOOD AVENUE UPPER,26-Sep-11
ASHWORTH PLACE,26-Sep-12
ASHWORTH PLACE,26-Sep-12
DRUMMOND PLACE,26-Sep-12
DRUMMOND PLACE,26-Sep-12
DRUMMOND PLACE,26-Sep-12
ASHWORTH PLACE,26-Sep-12
ASHWORTH PLACE,26-Sep-12
ASHWORTH PLACE,26-Sep-11
TERENURE PARK,26-Sep-11
ASHWORTH PLACE,26-Sep-12
SOUTH DOCK STREET,06-Sep-11
CASIMIR ROAD,06-Sep-11
HADDINGTON ROAD,06-Sep-11
SAINT KEVIN'S ROAD,08-Sep-12
PARK DRIVE,08-Sep-12
MOUNTJOY STREET MIDDLE,08-Sep-11
FARNEY PARK,08-Sep-12
DRUMMOND PLACE,28-Sep-12
DRUMMOND PLACE,28-Sep-12
MARLBOROUGH ROAD,28-Sep-11
HOME VILLAS,28-Sep-12
,28-Sep-11
PLEASANTS STREET,28-Sep-11
BROOKFIELD STREET,28-Sep-11
BROOKFIELD STREET,28-Sep-11
MALACHI ROAD,28-Sep-11
PEMBROKE ROAD,06-Sep-11
BEECHWOOD AVENUE UPPER,06-Sep-12
PEMBROKE GARDENS,23-Sep-11
MOUNTJOY SQUARE NORTH,23-Sep-11
HOME VILLAS,23-Sep-11
PEMBROKE ROAD,23-Sep-12
ARNOTT STREET,23-Sep-11
SOUTH CIRCULAR ROAD,23-Sep-11
LANSDOWNE PARK,23-Sep-11
MACKEN STREET,23-Sep-12
LEINSTER ROAD WEST,23-Sep-11
ELMPARK AVENUE,23-Sep-11
CABRA PARK,23-Sep-11
MERRION SQUARE SOUTH,14-Sep-12
DRUMMOND PLACE,26-Sep-11
DRUMMOND PLACE,26-Sep-11
DRUMMOND PLACE,26-Sep-11
DRUMMOND PLACE,26-Sep-12
ARGYLE ROAD,26-Sep-11
GREENFIELD PLACE,26-Sep-11
LEESON PARK,27-Sep-11
BELGRAVE ROAD,27-Sep-11
ELMWOOD AVENUE,27-Sep-11
SYNGE STREET,27-Sep-11
GROVE PARK,27-Sep-11
BLESSINGTON STREET,27-Sep-11
EFFRA ROAD,27-Sep-11
HARCOURT TERRACE,27-Sep-11
KILLARNEY PARADE,27-Sep-11
PRICE'S PLACE,27-Sep-11
GLENGARRIFF PARADE,27-Sep-11
NORTH CIRCULAR ROAD,27-Sep-11
ASHWORTH PLACE,27-Sep-11
MANOR STREET,27-Sep-11
OAKLANDS PARK,27-Sep-11
GARVILLE AVENUE,28-Sep-11
EMOR STREET,28-Sep-11
ASHWORTH PLACE,28-Sep-11
ASHWORTH PLACE,28-Sep-11
HAROLD'S CROSS ROAD,28-Sep-12
KILLARNEY STREET,08-Sep-12
DORIS STREET,26-Sep-11
LEICESTER AVENUE,26-Sep-11
SIGURD ROAD,26-Sep-11
GREENFIELD PLACE,26-Sep-11
SUMMER STREET NORTH,26-Sep-12
WELLINGTON ROAD,26-Sep-12
RICHMOND STREET SOUTH,14-Sep-12
ANGLESEA ROAD,14-Sep-12
EMORVILLE AVENUE,14-Sep-12
TERENURE PARK,14-Sep-11
TERENURE PARK,14-Sep-11
TERENURE PARK,14-Sep-11
PARK DRIVE,15-Sep-12
GORDON STREET,15-Sep-11
EDENVALE ROAD,15-Sep-11
DENZILLE LANE,15-Sep-11
SITRIC ROAD,15-Sep-11
LEESON PARK,15-Sep-12
PLEASANTS STREET,15-Sep-11
NORTHBROOK ROAD,06-Sep-12
EDENVALE ROAD,06-Sep-11
BELMONT AVENUE,06-Sep-11
PEMBROKE COTTAGES,06-Sep-11
,06-Sep-11
GREENVILLE TERRACE,06-Sep-11
SUMMER STREET NORTH,27-Sep-11
SUMMER STREET NORTH,27-Sep-11
SUMMER STREET NORTH,27-Sep-11
MAIN STREET,27-Sep-11
PROSPECT AVENUE,27-Sep-11
VIKING ROAD,27-Sep-11
WESLEY ROAD,27-Sep-11
MOREHAMPTON ROAD,27-Sep-11
LENNOX PLACE,27-Sep-11
DORIS STREET,28-Sep-11
INCHICORE ROAD,28-Sep-11
LAD LANE UPPER,07-Sep-11
SOUTH CIRCULAR ROAD,07-Sep-12
ELMWOOD AVENUE,01-Sep-11
GARVILLE AVENUE,16-Sep-11
SAINT ALBAN'S ROAD,16-Sep-12
TERENURE PARK,16-Sep-12
SEAFORT AVENUE,16-Sep-11
BELGRAVE ROAD,16-Sep-11
SAINT PATRICK'S ROAD,16-Sep-11
MERTON AVENUE,29-Aug-12
WATERLOO ROAD,01-Sep-11
LEINSTER ROAD,01-Sep-11
ADDISON ROAD,01-Sep-11
DUNVILLE AVENUE,01-Sep-12
SAINT ALPHONSUS ROAD LOWER,01-Sep-11
PEARSE SQUARE,01-Sep-11
SANDYMOUNT AVENUE,01-Sep-11
SAINT COLUMBA'S ROAD LOWER,01-Sep-11
CABRA PARK,02-Sep-11
HAROLD ROAD,02-Sep-11
MOUNTJOY STREET MIDDLE,02-Sep-11
BELVEDERE ROAD,02-Sep-11
BRIGHTON SQUARE,01-Sep-12
NORWOOD PARK,07-Sep-12
CLONTARF ROAD,07-Sep-11
DUFFERIN AVENUE,07-Sep-11
SERPENTINE AVENUE,07-Sep-11
SOUTH CIRCULAR ROAD,07-Sep-11
BELGRAVE SQUARE,07-Sep-11
ANNADALE AVENUE,12-Sep-11
MANNIX ROAD,12-Sep-11
ELM PARK TERRACE,12-Sep-11
PENROSE STREET,12-Sep-11
MARINE DRIVE,12-Sep-11
HOLLYBANK AVENUE,12-Sep-11
SAINT IGNATIUS ROAD,12-Sep-11
ANNA VILLA,12-Sep-11
SUMMER STREET NORTHSUMMER STREET NORTH,12-Sep-11
BLESSINGTON STREET,12-Sep-11
GARVILLE ROAD,12-Sep-12
SAINT IGNATIUS ROAD,01-Sep-11
PEMBROKE LANE,01-Sep-12
HOLLYBANK AVENUE,01-Sep-11
MERVILLE AVENUE,01-Sep-11
PALMERSTON ROAD,01-Sep-11
MAXWELL ROAD,02-Sep-11
HAROLD'S CROSS COTTAGES,02-Sep-11
HOME VILLAS,30-Aug-12
KILLESTER AVENUE,30-Aug-12
HOLLYBANK ROAD,30-Aug-12
YORK ROAD,30-Aug-12
HAROLD'S CROSS COTTAGES,30-Aug-11
GRATTAN PLACE,30-Aug-11
SERPENTINE AVENUE,30-Aug-11
SAINT IGNATIUS ROAD,02-Sep-11
KILLARNEY PARADE,02-Sep-11
DERRYNANE GARDENS,02-Sep-11
ANNA VILLA,02-Sep-11
WINDSOR TERRACE,12-Sep-11
CLONTARF ROAD,05-Sep-12
CLONTARF ROAD,05-Sep-12
ANGLESEA ROAD,05-Sep-12
ANGLESEA ROAD,05-Sep-12
TYRCONNELL STREET,05-Sep-11
VAVASOUR SQUARE,05-Sep-11
NEVILLE ROAD,05-Sep-11
JOHN DILLON STREET,09-Sep-11
PERCY PLACE,13-Sep-12
LEINSTER ROAD,13-Sep-11
SUMMER STREET NORTH,13-Sep-12
ESTATE COTTAGES,13-Sep-11
CHARLES STREET GREAT,31-Aug-12
NEVILLE ROAD,31-Aug-12
RUGBY ROAD,31-Aug-11
SAINT PATRICK'S ROAD,31-Aug-11
KILBRIDE ROAD,09-Sep-12
HADDINGTON ROAD,09-Sep-11
MOYNE ROAD,09-Sep-11
SUMMER STREET NORTH,12-Sep-12
HARMONY AVENUE,12-Sep-11
FRANKFORT AVENUE,13-Sep-11
FRANKFORT AVENUE,13-Sep-11
BLOOMFIELD AVENUE,30-Aug-11
HAROLD'S CROSS ROAD,30-Aug-11
SOUTH CIRCULAR ROAD,30-Aug-11
JOSEPHINE AVENUE,14-Sep-11
BOTANIC AVENUE,14-Sep-11
GORDON STREET,14-Sep-11
CREIGHTON STREET,14-Sep-11
TYRCONNELL ROAD,14-Sep-11
VALENTIA PARADE,16-Sep-11
MOUNT TEMPLE ROAD,21-Sep-11
LEINSTER ROAD,21-Sep-11
BOTANIC AVENUE,21-Sep-11
BROOKFIELD STREET,21-Sep-11
GROVE PARK,29-Aug-11
ELMPARK AVENUE,29-Aug-11
DUFFERIN AVENUE,30-Aug-12
GREAT WESTERN SQUARE,30-Aug-12
EMMET ROAD,30-Aug-11
REGINALD STREET,30-Aug-11
SEAFORT GARDENS,31-Aug-12
GROSVENOR SQUARE,05-Sep-11
SOUTH CIRCULAR ROAD,05-Sep-11
GROSVENOR SQUARE,05-Sep-11
RANELAGH ROAD,05-Sep-11
AUBURN ROAD,01-Sep-11
OAKLANDS PARK,01-Sep-11
SAINT COLUMBA'S ROAD UPPER,01-Sep-11
SAINT COLUMBA'S ROAD UPPER,01-Sep-11
MOREHAMPTON ROAD,09-Sep-11
SUMMER STREET NORTH,12-Sep-12
PERCY LANE,12-Sep-11
MAYFIELD ROAD,12-Sep-11
REGINALD STREET,29-Aug-11
ASHFIELD ROAD,19-Sep-12
AVONDALE AVENUE,19-Sep-11
RICHMOND STREET SOUTH,19-Sep-12
SUMMER STREET NORTH,22-Sep-11
LONGWOOD AVENUE,22-Sep-11
CULLENSWOOD PARK,22-Sep-11
DARTMOUTH ROAD,23-Sep-11
SOUTH CIRCULAR ROAD,23-Sep-11
GRAY STREET,23-Sep-12
BEECHWOOD AVENUE LOWER,31-Aug-12
PEMBROKE COTTAGES,31-Aug-11
NORTHBROOK AVENUE,02-Sep-11
BELMONT AVENUE,05-Sep-11
RICHMOND ROW,05-Sep-11
SAINT ALPHONSUS' ROAD LOWER,05-Sep-11
EATON ROAD,07-Sep-11
PERCY PLACE,07-Sep-11
HERBERT PARK,07-Sep-12
INNISFALLEN PARADE,12-Sep-11
HERBERT LANE,12-Sep-11
BRIGHTON ROAD,12-Sep-12
NORFOLK ROAD,12-Sep-12
LOMBARD STREET WEST,29-Aug-11
AILESBURY PARK,29-Aug-12
MERTON DRIVE,29-Aug-11
OVOCA ROAD,29-Aug-11
ESTATE COTTAGES,31-Aug-11
NORTH GREAT GEORG'ES STREET,31-Aug-12
DAVIS PLACE,31-Aug-12
LONG LANE,05-Sep-11
LEO STREET,05-Sep-12
CHELMSFORD AVENUE,05-Sep-12
MILITARY ROAD,07-Sep-11
DARTMOUTH SQUARE,19-Sep-11
HIBERNIAN AVENUE,29-Aug-11
GRAND CANAL STREET UPPER,29-Aug-11
RUGBY ROAD,29-Aug-11
CURZON STREET,22-Sep-12
SOUTH CIRCULAR ROAD,26-Sep-11
DRUMMOND PLACE,26-Sep-12
SAINT ALPHONSUS' ROAD LOWER,31-Aug-11
NORTHBROOK ROAD,31-Aug-11
MURTAGH ROAD,31-Aug-11
PALMERSTON ROAD,31-Aug-11
ARRANMORE ROAD,31-Aug-12
CRANMER LANE,31-Aug-11
MOUNT PLEASANT AVENUE UPPER,31-Aug-11
VERGEMOUNT PARK,07-Sep-12
SAINT IGNATIUS ROAD,07-Sep-11
CATHERINE STREET,07-Sep-11
GROSVENOR ROAD,07-Sep-11
CASTLEWOOD TERRACE,07-Sep-11
CABRA PARK,07-Sep-11
SAINT CATHERINE'S AVENUE,07-Sep-11
LEINSTER STREET NORTH,07-Sep-11
NORTH CIRCULAR ROAD,07-Sep-11
FRANKFORT AVENUE,09-Sep-11
WINDSOR ROAD,09-Sep-11
WELLINGTON ROAD,09-Sep-12
BELMONT AVENUE,09-Sep-11
CHURCH GARDENS,09-Sep-11
SUSSEX TERRACE,09-Sep-11
HADDINGTON ROAD,09-Sep-12
LEO STREET,09-Sep-11
TERENURE PARK,09-Sep-11
KILLEEN ROAD,09-Sep-11
HANBURY LANE,09-Sep-12
DOLPHIN'S BARN STREET,15-Sep-11
GROVE PARK,15-Sep-11
"SANDFORD AVENUE,D.8",15-Sep-11
BEECHWOOD AVENUE UPPER,16-Sep-11
BROOKFIELD ROAD,16-Sep-11
MOUNTPLEASANT AVENUE LOWER,19-Sep-11
WYNNEFIELD ROAD,19-Sep-11
LONGWOOD AVENUE,19-Sep-11
BALLSBRIDGE AVENUE,19-Sep-11
MOUNT TEMPLE ROAD,19-Sep-11
LEINSTER ROAD,19-Sep-12
DUNVILLE AVENUE,20-Sep-11
VICTORIA STREET,20-Sep-11
NOTTINGHAM STREET,20-Sep-11
HARRINGTON STREET,20-Sep-11
BELMONT PARK,20-Sep-11
ǁRD RIGH ROAD,20-Sep-11
KENILWORTH PARK,20-Sep-11
PEMBROKE ROAD,20-Sep-11
EGLINTON PARK,20-Sep-11
VALENTIA PARADE,20-Sep-11
KILLARNEY PARADE,20-Sep-11
NELSON STREET,23-Sep-11
LEO AVENUE,23-Sep-11
KENILWORTH PARK,23-Sep-11
CLONSKEAGH ROAD,23-Sep-11
CADOGAN ROAD,23-Sep-11
SUMMER STREET NORTH,23-Sep-12
CARLINGFORD ROAD,23-Sep-11
HOLYROOD PARK,23-Sep-11
DARGLE ROAD,23-Sep-11
MERTON AVENUE,23-Sep-11
KILLARNEY PARADE,26-Sep-11
ASHFIELD ROAD,26-Sep-11
LEESON PARK,31-Aug-12
LESLIE'S BUILDINGS,12-Sep-11
SUSSEX ROAD,12-Sep-11
HOME VILLAS,12-Sep-11
PEARSE STREET,12-Sep-11
GOLDSMITH STREET,12-Sep-12
WIGAN ROAD,12-Sep-11
SAINT ALBAN'S ROAD,13-Sep-11
OVOCA ROAD,13-Sep-11
GARVILLE ROAD,13-Sep-12
BELGRAVE ROAD,13-Sep-12
WATERLOO ROAD,13-Sep-12
SAINT MARY'S ROAD,13-Sep-12
MALACHI ROAD,13-Sep-11
SUMMER STREET NORTH,13-Sep-12
ARNOTT STREET,29-Aug-12
SAINT ANNE'S ROAD NORTH,29-Aug-11
CLAUDE ROAD,29-Aug-12
MOUNTPLEASANT SQUARE,30-Aug-11
BEECHWOOD AVENUE LOWER,30-Aug-11
BOTANIC AVENUE,30-Aug-11
BRIGHTON ROAD,20-Sep-11
AUBURN STREET,20-Sep-11
KILLARNEY PARADE,20-Sep-11
RICHMOND ROW,20-Sep-11
CASTLEWOOD PARK,20-Sep-12
NORTHBROOK ROAD,20-Sep-11
ESTATE COTTAGES,20-Sep-11
OVOCA ROAD,20-Sep-12
VICTORIA ROAD,20-Sep-12
CHURCH GARDENS,21-Sep-12
FERRARD ROAD,21-Sep-11
LEINSTER ROAD,21-Sep-12
VIKING ROAD,21-Sep-11
BLACKBERRY LANE,21-Sep-11
ASHWORTH PLACE,11-Oct-12
SOMERSET STREET,11-Oct-11
SAINT ALBAN'S PARK,11-Oct-12
CARLINGFORD PARADE,21-Oct-11
DRUMMOND PLACE,21-Oct-11
DRUMMOND PLACE,21-Oct-11
HAROLD'S CROSS COTTAGES,21-Oct-11
SAINT ALBAN'S ROAD,17-Oct-12
O'HARA AVENUE,17-Oct-11
EMMET ROAD,17-Oct-12
EMMET ROAD,17-Oct-12
SAINT ALBAN'S ROAD,17-Oct-12
RANELAGH AVENUE,18-Oct-11
SARSFIELD STREET,18-Oct-11
CAMBRIDGE SQUARE,18-Oct-11
SOUTH CIRCULAR ROAD,18-Oct-11
SOUTH CIRCULAR ROAD,18-Oct-11
EATON SQUARE,18-Oct-12
SAINT ALBAN'S PARK,18-Oct-12
RUGBY ROAD,18-Oct-11
SAINT ALBAN'S PARK,18-Oct-12
LONGWOOD AVENUE,18-Oct-11
REUBEN STREET,18-Oct-12
DARTMOUTH ROAD,11-Oct-11
SITRIC ROAD,20-Oct-11
KIRWAN STREET,20-Oct-11
SOUTH CIRCULAR ROAD,20-Oct-11
ANNESLEY PLACE,20-Oct-12
DUFFERIN AVENUE,20-Oct-11
GROVE PARK,20-Oct-11
GOLDSMITH STREET,20-Oct-12
CHARLEVILLE ROAD,21-Oct-11
SAINT JOSEPH'S PLACE,21-Oct-11
BALLSBRIDGE AVENUE,21-Oct-11
DRUMMOND PLACE,21-Oct-11
KILLARNEY STREET,21-Oct-11
RANELAGH ROAD,21-Oct-11
SALLYMOUNT AVENUE,21-Oct-12
SAINT ALBAN'S PARK,12-Oct-12
SAINT ALBAN'S PARK,12-Oct-12
SAINT ALBAN'S PARK,12-Oct-12
SAINT ALBAN'S PARK,12-Oct-12
CAMBRIDGE SQUARE,12-Oct-12
ONTARIO TERRACE,12-Oct-11
LANSDOWNE PARK,12-Oct-11
SALLYMOUNT AVENUE,25-Oct-11
MANOR STREET,25-Oct-11
SAINT ALBAN'S PARK,25-Oct-11
SAINT ALBAN'S PARK,25-Oct-11
ǁRD RIGH ROAD,25-Oct-12
SOUTH LOTTS ROAD,25-Oct-11
BRIGHTON ROAD,25-Oct-11
CLYDE ROAD,25-Oct-11
PALMERSTON ROAD,25-Oct-11
NOTTINGHAM STREET,25-Oct-12
CARLINGFORD ROAD,25-Oct-12
LEINSTER PLACE,25-Oct-11
GORDON STREET,26-Oct-11
ELY PLACE UPPER,26-Oct-12
HAROLD'S CROSS COTTAGES,26-Oct-12
CARLINGFORD ROAD,26-Oct-11
HAROLD ROAD,26-Oct-11
MOUNTJOY STREET,26-Oct-12
INCHICORE ROAD,18-Oct-11
RATHMINES ROAD UPPER,20-Oct-11
SAINT ALBAN'S PARK,28-Oct-11
ASHFIELD ROAD,13-Oct-11
CLONTARF ROAD,13-Oct-11
SAINT ALBAN'S PARK,13-Oct-12
SAINT ALBAN'S PARK,13-Oct-12
SAINT ALBAN'S PARK,13-Oct-12
MOUNTJOY STREET MIDDLE,13-Oct-11
EMORVILLE AVENUE,13-Oct-11
GREENFIELD PLACE,13-Oct-11
SAINT NICHOLAS PLACE,13-Oct-11
ARMSTRONG STREET,26-Oct-11
SAINT AUDEON'S TERRACE,26-Oct-11
AUGHRIM STREET,26-Oct-11
COLERAINE STREET,27-Oct-11
LEINSTER ROAD WEST,27-Oct-11
LOMBARD STREET WEST,27-Oct-12
PRUSSIA STREET,27-Oct-11
HAROLD'S CROSS ROAD,27-Oct-11
MURTAGH ROAD,27-Oct-11
RAMPART LANE,27-Oct-12
KIRWAN STREET,25-Oct-11
KILMAINHAM LANE,25-Oct-11
KENILWORTH SQUARE,25-Oct-11
MACKEN STREET,25-Oct-11
SAINT IGNATIUS ROAD,25-Oct-11
ARRANMORE AVENUE,26-Oct-11
,26-Oct-11
AUGHRIM STREET,26-Oct-11
MURTAGH ROAD,26-Oct-11
MONTPELIER HILL,26-Oct-11
DARTMOUTH ROAD,26-Oct-11
MOUNTPLEASANT AVENUE LOWER,26-Oct-11
GLENGARRIFF PARADE,26-Oct-11
GORDON STREET,26-Oct-11
DARTMOUTH ROAD,26-Oct-11
GARVILLE AVENUE UPPER,26-Oct-11
BOTANIC AVENUE,26-Oct-12
AUGHRIM STREET,26-Oct-11
SAINT ALBAN'S PARK,26-Oct-12
KILLESTER AVENUE,26-Oct-11
PALMERSTON PARK,26-Oct-12
HAROLD'S CROSS COTTAGES,28-Oct-11
MOUNTAIN VIEW ROAD,28-Oct-12
EGLINTON TERRACE,28-Oct-11
MOYNE ROAD,28-Oct-11
DARTMOUTH PLACE,28-Oct-12
SAINT ALBAN'S PARK,28-Oct-11
SAINT ALBAN'S PARK,28-Oct-11
SYNGE STREET,28-Oct-11
NORFOLK ROAD,31-Oct-12
DARTMOUTH SQUARE,13-Oct-11
ROBERT EMMET CLOSE,13-Oct-11
SAINT ALBAN'S PARK,13-Oct-12
SITRIC ROAD,13-Oct-12
SYNGE STREET,13-Oct-11
SAINT ALBAN'S PARK,13-Oct-12
CAMBRIDGE SQUARE,13-Oct-11
SALLYMOUNT GARDENS,13-Oct-11
DARLEY STREET,13-Oct-12
PRICE'S PLACE,14-Oct-11
SAINT ALBAN'S PARK,14-Oct-12
SAINT ALBAN'S PARK,14-Oct-12
KILLEEN ROAD,14-Oct-11
PEMBROKE ROAD,14-Oct-11
CHURCH AVENUE,14-Oct-11
ASHWORTH PLACE,14-Oct-12
SAINT ALBAN'S PARK,14-Oct-12
SAINT ALBAN'S PARK,14-Oct-12
MOUNTPLEASANT PARADE,14-Oct-11
SAINT ALBAN'S PARK,14-Oct-12
SAINT ALBAN'S PARK,14-Oct-11
NORWOOD PARK,14-Oct-11
SAINT ALBAN'S PARK,28-Oct-11
MOUNTPLEASANT SQUARE,28-Oct-12
,28-Oct-11
FITZGERALD STREET,28-Oct-11
SAINT JOSEPH STREET,14-Oct-11
MARGARET PLACE,26-Oct-11
LEINSTER SQUARE,27-Oct-11
RAGLAN LANE,27-Oct-12
TYRCONNELL STREET,31-Oct-11
AUGHRIM STREET,17-Oct-11
SAINT ALBAN'S PARK,17-Oct-12
CHELMSFORD ROAD,17-Oct-11
MERRION SQUARE SOUTH,17-Oct-11
SOUTH CIRCULAR ROAD,17-Oct-12
MORNINGTON ROAD,17-Oct-11
MONCK PLACE,18-Oct-11
MERLYN ROAD,18-Oct-12
THORNCASTLE STREET,18-Oct-12
EFFRA ROAD,28-Oct-12
ELMPARK AVENUE,27-Oct-11
SAINT ALBAN'S PARK,28-Oct-12
SUNBURY GARDENS,28-Oct-11
WOODSTOCK GARDENS,28-Oct-11
HAROLD'S CROSS ROAD,28-Oct-11
SAINT ALBAN'S PARK,28-Oct-12
O'CONNELL GARDENS,28-Oct-12
WINDSOR ROAD,01-Nov-11
RATHMINES ROAD UPPER,01-Nov-11
ENNISKERRY ROAD,01-Nov-12
ALBERT PLACE EAST,01-Nov-11
SUMMER STREET NORTH,01-Nov-11
VAVASOUR SQUARE,01-Nov-11
CHERRYFIELD AVENUE,28-Oct-11
PORTOBELLO HARBOUR,28-Oct-11
SUMMER STREET NORTH,28-Oct-11
RAGLAN LANE,28-Oct-11
WARREN STREET,02-Nov-11
SOUTH LOTTS ROAD,02-Nov-11
CARLINGFORD ROAD,02-Nov-11
CARLINGFORD ROAD,02-Nov-11
ROSS ROAD,02-Nov-11
SYDNEY PARADE AVENUE,19-Oct-12
SANDYMOUNT ROAD,19-Oct-11
ANGLESEA ROAD,19-Oct-12
ADDISON ROAD,19-Oct-11
CHURCH GARDENS,27-Oct-11
CABRA PARK,31-Oct-11
ANNESLEY PARK,31-Oct-11
AVONDALE AVENUE,31-Oct-11
HADDINGTON ROAD,31-Oct-11
MERRION SQUARE SOUTH,01-Nov-11
MOUNTPLEASANT SQUARE,01-Nov-12
WATERLOO LANE,01-Nov-12
DUFFERIN AVENUE,01-Nov-11
SOMERSET STREET,01-Nov-11
BELGRAVE SQUARE,01-Nov-12
RAGLAN LANE,02-Nov-12
SARSFIELD STREET,31-Oct-11
SAINT ALBAN'S PARK,14-Oct-12
EMMET ROAD,01-Nov-11
MOUNT EDEN ROAD,01-Nov-11
HOLLYBANK ROAD,02-Nov-11
RANELAGH ROAD,02-Nov-11
GLENGARRIFF PARADE,02-Nov-11
STIRRUP LANE,13-Oct-11
PEARSE SQUARE,13-Oct-11
LONGWOOD AVENUE,13-Oct-11
ǁRD RǍ PLACE,02-Nov-11
SEAFORT CRESCENT,02-Nov-12
LONGWOOD AVENUE,02-Nov-11
LEESON STREET UPPER,02-Nov-11
BEECHWOOD AVENUE LOWER,03-Nov-12
EMMET STREET,03-Nov-11
LARCH GROVE,29-Sep-11
GARVILLE AVENUE,29-Sep-11
FAIRVIEW AVENUE LOWER,29-Sep-11
FRANKFORT AVENUE,29-Sep-12
LOMBARD STREET WEST,29-Sep-11
CURZON STREET,29-Sep-11
SUMMER STREET NORTH,29-Sep-11
SAINT JOSEPH'S AVENUE,29-Sep-11
BEECHWOOD AVENUE LOWER,29-Sep-11
PEARSE STREET,29-Sep-12
KILLEEN ROAD,29-Sep-11
SITRIC ROAD,29-Sep-11
FADE STREET,03-Oct-11
KENILWORTH SQUARE,06-Oct-11
BLOOMFIELD AVENUE,10-Oct-11
EGLINTON TERRACE,10-Oct-11
EGLINTON TERRACE,10-Oct-11
DARTMOUTH ROAD,10-Oct-11
INNISFALLEN PARADE,11-Oct-12
ARNOTT STREET,30-Sep-11
BRIGHTON ROAD,30-Sep-11
BELVEDERE ROAD,30-Sep-11
SAINT ALBAN'S ROAD,30-Sep-12
LEINSTER ROAD,30-Sep-12
VAVASOUR SQUARE,30-Sep-12
ASHWORTH PLACE,03-Oct-11
SYNNOTT ROW,03-Oct-11
RATHMINES ROAD UPPER,03-Oct-11
BRIGHTON SQUARE,03-Oct-11
HEYTESBURY LANE,03-Oct-11
CAMBRIDGE SQUARE,03-Oct-11
ASHWORTH PLACE,03-Oct-12
LEINSTER ROAD,03-Oct-12
CASTLEWOOD TERRACE,03-Oct-11
,19-Oct-11
EDENVALE ROAD,19-Oct-11
GILFORD ROAD,19-Oct-11
SAINT ALBAN'S PARK,19-Oct-12
SOUTH CIRCULAR ROAD,05-Oct-11
ASHWORTH PLACE,05-Oct-11
STANHOPE STREET,05-Oct-11
ROBERT EMMET CLOSE,05-Oct-12
DAVID ROAD,14-Oct-11
DRUMMOND PLACE,29-Sep-12
DRUMMOND PLACE,29-Sep-12
BEECHWOOD AVENUE LOWER,29-Sep-11
CONNAUGHT STREET,03-Oct-11
GREENVILLE TERRACE,03-Oct-12
JOY STREET,03-Oct-12
CAMBRIDGE SQUARE,04-Oct-12
AILESBURY PARK,04-Oct-12
PALMERSTON ROAD,04-Oct-12
GROVE PARK,04-Oct-11
MOUNTJOY SQUARE EAST,04-Oct-11
TERENURE PARK,06-Oct-12
ELGIN ROAD,06-Oct-11
ROBERT EMMET CLOSE,06-Oct-12
RATHMINES ROAD UPPER,14-Oct-11
LENNOX STREET,20-Oct-11
CAMBRIDGE TERRACE,20-Oct-12
SUMMERVILLE PARK,20-Oct-11
FRANKFORT AVENUE,20-Oct-11
GOLDSMITH STREET,29-Sep-11
SUMMER STREET NORTH,29-Sep-11
HADDINGTON ROAD,29-Sep-11
TOWER AVENUE,04-Oct-11
ADELAIDE ROAD,04-Oct-12
SAINT MARY'S PLACE,04-Oct-11
KENILWORTH PARK,04-Oct-11
LONGWOOD AVENUE,04-Oct-11
ROBERT EMMET CLOSE,04-Oct-11
SAINT PATRICK'S ROAD,04-Oct-11
RANELAGH ROAD,04-Oct-11
